"	num_examples	official_name_id_x	id	text_name	author	rank	deprecated	synonym_id	correct_spelling_id	official_name_id_y",,,
"126	334	189.0	189	Leocarpus fragilis	(Dicks.) Rostaf.	4	0			-1",,,
"245	336	361.0	361	Armillaria gallica	Marxm. & Romagn.	4	0			-1",,,
"451	336	696.0	696	Mycena galericulata	(Scop.) Gray	4	0	4079.0		-1",,,
"5273	337	22974.0	22974	Ganoderma megaloma	(LÃ©v.) Bres.	4	0	2947.0		-1",,,
"306	338	445.0	445	Panaeolus antillarum	(Fr.) Dennis	4	0	291.0		-1",,,
"5196	339	22385.0	22385	Cuphophyllus pratensis	(Fr.) Bon	4	0	578.0		-1",,,
"1387	340	3097.0	3097	Mycena inclinata	(Fr.) QuÃ©l.	4	0			-1",,,
"29	341	48.0	48	Suillus brevipes	(Peck) Kuntze	4	0			-1",,,
"5286	341	23137.0	23137	Kuehneromyces lignicola	(Peck) Redhead	4	0	3253.0		-1",,,
"9867	342	60408.0	60408	Oudemansiella furfuracea	(Peck) Zhu L. Yang", G.M. Muell.," G. Kost & Rexer	4	0	3381.0		-1",
"471	343	727.0	727	Hygrocybe acutoconica	(Clem.) Singer	4	0	2517.0		-1",,,
"9461	343	58395.0	58395	Fomitopsis betulina	(Bull.) B.K. Cui"," M.L. Han & Y.C. Dai	4	0	5457.0		-1",,
"80	344	118.0	118	Pisolithus arhizus	(Scop.) Rauschert	4	0	309.0		-1",,,
"9362	348	52303.0	52303	Morchella snyderi	M. Kuo & Methven	4	0	5210.0		-1",,,
"195	349	283.0	283	Craterellus tubaeformis	(Bull.) QuÃ©l.	4	0	5573.0		-1",,,
"800	350	1558.0	1558	Boletus luridus	Schaeff.	4	0	4591.0		-1",,,
"138	353	206.0	206	Lactarius alnicola	A.H. Sm.	4	0			-1",,,
"8595	353	44925.0	44925	Suillellus amygdalinus	(Thiers)Â Vizzini","Â SimoniniÂ &Â Gelardi	4	0	4590.0		-1",,
"761	354	1431.0	1431	Amanita rubescens	Pers.	4	0	6038.0		-1",,,
"373	355	555.0	555	Armillaria ostoyae	(Romagn.) Herink	4	0	667.0		-1",,,
"229	356	329.0	329	Cantharellus formosus	Corner	4	0			-1",,,
"393	356	592.0	592	Leucopaxillus gentianeus	(QuÃ©l.) Kotl.	4	0	3480.0		-1",,,
"618	356	1146.0	1146	Daedalea quercina	(L.) Pers.	4	0	3394.0		-1",,,
"291	360	421.0	421	Laetiporus gilbertsonii	Burds.	4	0			-1",,,
"153	364	227.0	227	Hygrocybe miniata	(Fr.) P. Kumm.	4	0	213.0		-1",,,
"5269	364	22926.0	22926	Ganoderma sessile	Murrill	4	0	2946.0		-1",,,
"6357	364	28985.0	28985	Amanita vernicoccora	Bojantchev & R.M. Davis	4	0	3204.0		-1",,,
"1469	366	3328.0	3328	Pholiota aurivella	(Batsch) P. Kumm.	4	0	3637.0		-1",,,
"1647	366	3745.0	3745	Stereum complicatum	(Fr.) Fr.	4	0	359.0		-1",,,
"2230	366	5762.0	5762	Tubifera ferruginosa	(Batsch) Gmelin	4	0	4156.0		-1",,,
"233	368	338.0	338	Boletus variipes	Peck	4	0			-1",,,
"286	369	416.0	416	Neolentinus lepideus	(Fr.) Redhead & Ginns	4	0	3214.0		-1",,,
"4793	369	19919.0	19919	Psilocybe caerulipes	(Peck) Sacc.	4	0	2689.0		-1",,,
"185	372	269.0	269	Fomitopsis cajanderi	(P. Karst.) Kotl. & Pouzar	4	0	5770.0		-1",,,
"303	375	442.0	442	Fistulina hepatica	(Schaeff.) With.	4	0	532.0		-1",,,
"582	375	1067.0	1067	Amanita jacksonii	Pomerleau	4	0	29.0		-1",,,
"2351	375	6094.0	6094	Gymnopilus luteus	(Peck) Hesler	4	0	6018.0		-1",,,
"172	376	253.0	253	Grifola frondosa	(Dicks.) Gray	4	0	134.0		-1",,,
"193	376	281.0	281	Crepidotus mollis	(Schaeff.) Staude	4	0	95.0		-1",,,
"2359	378	6108.0	6108	Meripilus sumstinei	(Murrill) M.J. Larsen & Lombard	4	0			-1",,,
"7378	378	31695.0	31695	Xerocomellus zelleri	(Murrill) Klofac	4	0	505.0		-1",,,
"5953	383	27144.0	27144	Leucocoprinus cepistipes	(Sowerby) Pat.	4	0	566.0		-1",,,
"241	385	355.0	355	Auriscalpium vulgare	Gray	4	0			-1",,,
"1415	385	3183.0	3183	Rickenella fibula	(Bull.) Raithelh.	4	0			-1",,,
"1932	385	4920.0	4920	Craterellus fallax	A.H. Sm.	4	0	3157.0		-1",,,
"279	388	409.0	409	Russula brevipes	Peck	4	0	4537.0		-1",,,
"332	388	494.0	494	Suillus pungens	Thiers & A.H. Sm.	4	0			-1",,,
"528	390	978.0	978	Inocybe calamistrata	(Fr.) Gillet	4	0	4219.0		-1",,,
"794	391	1540.0	1540	Boletinellus merulioides	(Schwein.) Murrill	4	0	632.0		-1",,,
"3794	391	14926.0	14926	Cantharellus californicus	Arora & Dunham	4	0	2490.0		-1",,,
"118	392	179.0	179	Leucocoprinus birnbaumii	(Corda) Singer	4	0	248.0		-1",,,
"9457	396	58381.0	58381	Cerioporus leptocephalus	(Jacq.) Zmitr.	4	0	2875.0		-1",,,
"580	398	1061.0	1061	Cantharellus lateritius	(Berk.) Singer	4	0	59.0		-1",,,
"1962	398	5031.0	5031	Psathyrella piluliformis	(Bull.) P.D. Orton	4	0	548.0		-1",,,
"252	400	371.0	371	Amanita ocreata	Peck	4	0	424.0		-1",,,
"367	400	541.0	541	Hebeloma crustuliniforme	(Bull.) QuÃ©l.	4	0	5584.0		-1",,,
"990	400	2041.0	2041	Cortinarius violaceus	(L.) Gray	4	0	2614.0		-1",,,
"356	401	527.0	527	Marasmiellus candidus	(Fr.) Singer	4	0	2574.0		-1",,,
"253	402	373.0	373	Amanita muscaria	(L.) Lam.	4	0	3838.0		-1",,,
"13	403	28.0	28	Tricholoma saponaceum	(Fr.) P. Kumm.	4	0			-1",,,
"22	403	40.0	40	Tremella mesenterica	Retz.	4	0	385.0		-1",,,
"8177	404	43441.0	43441	Morchella americana	Clowez & C. Matherly	4	0	5055.0		-1",,,
"555	405	1017.0	1017	Exidia recisa	(Ditmar) Fr.	4	0	2616.0		-1",,,
"2330	409	6043.0	6043	Laricifomes officinalis	(Batsch) Kotl. & Pouzar	4	0	659.0		-1",,,
"270	412	397.0	397	Agaricus californicus	Peck	4	0			-1",,,
"4983	416	21082.0	21082	Gymnopilus sapineus	(Fr.) Murrill	4	0	4491.0		-1",,,
"1071	418	2321.0	2321	Gymnopilus aeruginosus	(Peck) Singer	4	0	3031.0		-1",,,
"132	419	197.0	197	Lactarius rubidus	(Hesler & A.H. Sm.) Methven	4	0	580.0		-1",,,
"463	420	714.0	714	Hygrocybe singeri	(A.H. Sm. & Hesler) Singer	4	0	4425.0		-1",,,
"1664	420	3773.0	3773	Suillus americanus	(Peck) Snell	4	0	3033.0		-1",,,
"2265	420	5838.0	5838	Suillus spraguei	(Berk. & Curtis) Kuntze	4	0	2592.0		-1",,,
"8211	421	43596.0	43596	Amanita persicina	(Dav. T. Jenkins) Tulloss & Geml	4	0	3835.0		-1",,,
"2022	424	5221.0	5221	Artomyces pyxidatus	(Pers.) JÃ_lich	4	0	496.0		-1",,,
"1729	426	3914.0	3914	Tricholoma equestre	(L.) P. Kumm.	4	0	390.0		-1",,,
"1251	428	2749.0	2749	Lactarius indigo	(Schwein.) Fr.	4	0	2792.0		-1",,,
"599	430	1104.0	1104	Abortiporus biennis	(Bull.) Singer	4	0	691.0		-1",,,
"5620	432	25518.0	25518	Fuscoporia gilva	(Schwein.) T. Wagner & M. Fisch.	4	0	3356.0		-1",,,
"1522	433	3489.0	3489	Psilocybe stuntzii	GuzmÃ¡n & J. Ott	4	0			-1",,,
"5229	438	22618.0	22618	Hygrocybe conica	(Schaeff.) P. Kumm.	4	0	212.0		-1",,,
"1139	441	2454.0	2454	Hericium coralloides	(Scop.) Pers.	4	0	175.0		-1",,,
"4718	441	19003.0	19003	Clavulina coralloides	(L.) J. SchrÃ¶t.	4	0	4150.0		-1",,,
"547	444	1006.0	1006	Trametes hirsuta	(Wulfen) Lloyd	4	0			-1",,,
"211	445	305.0	305	Clitopilus prunulus	(Scop.) P. Kumm.	4	0	78.0		-1",,,
"544	445	1002.0	1002	Gyromitra esculenta	(Pers.) Fr.	4	0	4426.0		-1",,,
"1037	445	2217.0	2217	Ganoderma curtisii	(Berk.) Murrill	4	0	2968.0		-1",,,
"8235	445	43767.0	43767	Panus neostrigosus	Drechsler-Santos & Wartchow	4	0	551.0		-1",,,
"262	447	386.0	386	Agrocybe praecox	(Pers.) Fayod	4	0			-1",,,
"260	448	383.0	383	Aleuria aurantia	(Pers.) Fuckel	4	0			-1",,,
"1110	449	2408.0	2408	Gyroporus castaneus	(Bull.) QuÃ©l.	4	0	3882.0		-1",,,
"301	451	439.0	439	Cryptoporus volvatus	(Peck) Shear	4	0	3197.0		-1",,,
"1022	452	2156.0	2156	Entoloma abortivum	(Berk. and M.A. Curtis) Donk	4	0	3086.0		-1",,,
"38	453	62.0	62	Scleroderma citrinum	Pers.	4	0	365.0		-1",,,
"559	454	1024.0	1024	Panus conchatus	(Bull.) Fr.	4	0	292.0		-1",,,
"275	457	403.0	403	Agrocybe pediades	(Fr.) Fayod	4	0	3957.0		-1",,,
"173	459	254.0	254	Gomphus floccosus	(Schwein.) Singer	4	0	3414.0		-1",,,
"28	460	47.0	47	Suillus caerulescens	A.H. Sm. & Thiers	4	0			-1",,,
"316	460	461.0	461	Psilocybe cubensis	(Earle) Singer	4	0	2650.0		-1",,,
"269	461	396.0	396	Agaricus campestris	L.	4	0	3160.0		-1",,,
"478	462	749.0	749	Boletus rex-veris	Arora & Simonini	4	0	493.0		-1",,,
"154	463	228.0	228	Hygrocybe flavescens	(Kauffman) Singer	4	0			-1",,,
"5227	463	22581.0	22581	Hydnum repandum	L.	4	0	3417.0		-1",,,
"3	466	7.0	7	Xerocomus subtomentosus	(L.) QuÃ©l.	4	0	645.0		-1",,,
"427	471	660.0	660	Gymnopilus ventricosus	(Earle) Hesler	4	0			-1",,,
"1225	476	2710.0	2710	Laccaria ochropurpurea	(Berk.) Peck	4	0			-1",,,
"280	477	410.0	410	Stereum hirsutum	(Willd.) Pers.	4	0			-1",,,
"517	479	958.0	958	Omphalotus olivascens	H.E. Bigelow"," O.K. Mill. & Thiers	4	0			-1",,
"617	481	1144.0	1144	Boletus pallidus	Frost	4	0			-1",,,
"4855	482	20282.0	20282	Amanita novinupta	Tulloss & J. Lindgr.	4	0	2734.0		-1",,,
"369	484	546.0	546	Crucibulum laeve	(Huds.) Kambly	4	0	96.0		-1",,,
"10	486	25.0	25	Tricholomopsis rutilans	(Schaeff.) Singer	4	0	4772.0		-1",,,
"157	487	234.0	234	Hericium erinaceus	(Bull.) Pers.	4	0	174.0		-1",,,
"53	488	80.0	80	Rhodocollybia butyracea	(Bull.) Lennox	4	0	346.0		-1",,,
"5883	488	26837.0	26837	Pycnoporus cinnabarinus	(Jacq.) P. Karst.	4	0	3203.0		-1",,,
"7792	489	40283.0	40283	Lactifluus volemus	(Fr.) Kuntze	4	0	4073.0		-1",,,
"310	492	453.0	453	Suillus luteus	(L.) Roussel	4	0	3684.0		-1",,,
"2247	494	5803.0	5803	Conocybe apala	(Fr.) Arnolds	4	0	3863.0		-1",,,
"235	495	344.0	344	Boletus edulis	Bull.	4	0	5369.0		-1",,,
"1673	497	3783.0	3783	Suillus granulatus	(L.) Roussel	4	0	4857.0		-1",,,
"110	499	167.0	167	Marasmius oreades	(Bolton) Fr.	4	0	3035.0		-1",,,
"278	503	407.0	407	Ganoderma oregonense	Murrill	4	0	4919.0		-1",,,
"1744	503	3963.0	3963	Tylopilus felleus	(Bull.) P. Karst.	4	0	2654.0		-1",,,
"633	505	1172.0	1172	Chlorophyllum rachodes	(Vittadini) Vellinga	4	0	491.0		-1",,,
"230	507	330.0	330	Cantharellus cinnabarinus	(Schwein.) Schwein.	4	0			-1",,,
"7642	512	39842.0	39842	Amanita augusta	Bojantchev & R.M. Davis	4	0	2853.0		-1",,,
"376	513	560.0	560	Laccaria amethysteo-occidentalis	G.M. Muell.	4	0	2510.0		-1",,,
"2260	513	5829.0	5829	Leucoagaricus americanus	(Peck) Vellinga	4	0	631.0		-1",,,
"125	514	188.0	188	Leotia lubrica	(Scop.) Pers.	4	0	2591.0		-1",,,
"207	520	298.0	298	Coprinopsis atramentaria	(Bull.) Redhead"," Vilgalys & Moncalvo	4	0	83.0		-1",,
"5456	526	24769.0	24769	Psilocybe muliercula	Singer & A.H. Sm.	4	0	3435.0		-1",,,
"5658	527	25719.0	25719	Polyporus arcularius	(Batsch) Fr.	4	0	3120.0		-1",,,
"2312	529	5970.0	5970	Retiboletus ornatipes	(Peck) Manfr. Binder & Bresinsky	4	0	641.0		-1",,,
"8551	529	44785.0	44785	Tricholoma murrillianum	Singer	4	0			-1",,,
"289	531	419.0	419	Paxillus involutus	(Batsch) Fr.	4	0			-1",,,
"104	532	158.0	158	Hypomyces lactifluorum	(Schwein.) Tul. & C. Tul.	4	0			-1",,,
"681	532	1277.0	1277	Gloeophyllum sepiarium	(Wulfen) P. Karst.	4	0	131.0		-1",,,
"94	537	139.0	139	Omphalotus illudens	(Schwein.) Bresinsky & Besl	4	0			-1",,,
"670	537	1249.0	1249	Boletus subvelutipes	Peck	4	0			-1",,,
"290	540	420.0	420	Leccinum scabrum	(Bull.) Gray	4	0	3656.0		-1",,,
"1650	541	3748.0	3748	Stereum ostrea	(Blume & T. Nees) Fr.	4	0	5053.0		-1",,,
"5154	545	22033.0	22033	Panellus serotinus	(Pers.) KÃ_hner	4	0	2854.0		-1",,,
"68	546	100.0	100	Pseudohydnum gelatinosum	(Scop.) P. Karst.	4	0			-1",,,
"151	554	224.0	224	Hygrophoropsis aurantiaca	(Wulfen) Maire	4	0	5575.0		-1",,,
"805	557	1576.0	1576	Boletus separans	Peck	4	0	2830.0		-1",,,
"81	561	119.0	119	Phyllotopsis nidulans	(Pers.) Singer	4	0	2814.0		-1",,,
"1959	564	5023.0	5023	Trametes gibbosa	(Pers.) Fr.	4	0	4606.0		-1",,,
"8047	564	42433.0	42433	Neofavolus alveolaris	(DC.) Sotome & T. Hatt.	4	0	4455.0		-1",,,
"2184	566	5662.0	5662	Phlebia tremellosa	(Schrad.) Nakasone & Burds.	4	0	621.0		-1",,,
"105	567	159.0	159	Amanita calyptroderma	G.F. Atk. & V.G. Ballen	4	0	3205.0		-1",,,
"1926	574	4893.0	4893	Tapinella atrotomentosa	(Batsch) Å utara	4	0	508.0		-1",,,
"1038	575	2218.0	2218	Ganoderma tsugae	Murrill	4	0	2945.0		-1",,,
"408	577	623.0	623	Pluteus petasatus	(Fr.) Gillet	4	0	314.0		-1",,,
"246	579	362.0	362	Amanita velosa	(Peck) Lloyd	4	0			-1",,,
"6	585	16.0	16	Panellus stipticus	(Bull.) P. Karst.	4	0	2663.0		-1",,,
"297	589	431.0	431	Xeromphalina campanella	(Batsch) KÃ_hner & Maire	4	0	5968.0		-1",,,
"1222	594	2703.0	2703	Ischnoderma resinosum	(Schrad.) P. Karst.	4	0	4709.0		-1",,,
"6219	595	28615.0	28615	Gliophorus psittacinus	(Schaeff.) Herink	4	0	4298.0		-1",,,
"170	596	251.0	251	Gymnopilus luteofolius	(Peck) Singer	4	0			-1",,,
"6141	600	28270.0	28270	Tylopilus rubrobrunneus	Mazzer & A.H. Sm.	4	0	2846.0		-1",,,
"100	602	151.0	151	Mycena leaiana	(Berk.) Sacc.	4	0	6107.0		-1",,,
"375	608	557.0	557	Dacrymyces chrysospermus	Berk. & M.A. Curtis	4	0	3155.0		-1",,,
"512	609	951.0	951	Hypholoma capnoides	(Fr.) P. Kumm.	4	0	708.0		-1",,,
"5656	613	25700.0	25700	Volvopluteus gloiocephalus	(DC.) Vizzini"," Contu & Justo	4	0	593.0		-1",,
"9314	618	52062.0	52062	Megacollybia rodmanii	R.H. Petersen"," K.W. Hughes & Lickey	4	0	4112.0		-1",,
"4085	629	16129.0	16129	Leratiomyces percevalii	(Berk. & Broome) Bridge & Spooner	4	0	3025.0		-1",,,
"1015	634	2097.0	2097	Daedaleopsis confragosa	(Bolton) J. SchrÃ¶t.	4	0	2932.0		-1",,,
"98	635	149.0	149	Mycena pura	(Pers.) P. Kumm.	4	0	570.0		-1",,,
"5191	647	22231.0	22231	Polyporus durus	(Timm.) Kreisel	4	0	2876.0		-1",,,
"31	652	53.0	53	Stropharia ambigua	(Peck) Zeller	4	0			-1",,,
"350	652	520.0	520	Coprinopsis lagopus	(Fr.) Redhead"," Vilgalys & Moncalvo	4	0	549.0		-1",,
"305	657	444.0	444	Leucoagaricus leucothites	(Vittad.) M.M. Moser ex Bon	4	0	247.0		-1",,,
"745	665	1407.0	1407	Amanita brunnescens	G.F. Atk.	4	0	564.0		-1",,,
"2310	671	5967.0	5967	Xerocomellus chrysenteron	(Bull.) Å utara	4	0	504.0		-1",,,
"226	673	326.0	326	Chlorophyllum brunneum	(Farl. & Burt) Vellinga	4	0	3851.0		-1",,,
"9838	673	60305.0	60305	Desarmillaria tabescens	(Scop.) R.A. Koch & Aime	4	0	2536.0		-1",,,
"884	678	1825.0	1825	Coprinellus disseminatus	(Pers.) J.E. Lange	4	0	602.0		-1",,,
"1844	678	4347.0	4347	Stropharia rugosoannulata	Farl. ex Murrill	4	0	2874.0		-1",,,
"752	681	1417.0	1417	Amanita flavorubens	(Berk. & Mont.) Sacc.	4	0	8.0		-1",,,
"2143	702	5547.0	5547	Pleurotus pulmonarius	(Fr.) QuÃ©l.	4	0	2586.0		-1",,,
"6391	703	29079.0	29079	Psilocybe neoxalapensis	GuzmÃ¡n"," Ram.-Guill. & Halling	4	0	3448.0		-1",,
"115	711	174.0	174	Lycoperdon pyriforme	Schaeff.	4	0	537.0		-1",,,
"139	712	207.0	207	Laccaria laccata	(Scop.) Cooke	4	0			-1",,,
"259	713	382.0	382	Amanita bisporigera	G.F. Atk.	4	0	4341.0		-1",,,
"8983	716	50164.0	50164	Baorangia bicolor	(Kuntze)Â G.Â Wu","Â HallingÂ &Â ZhuÂ L.Â Yang	4	0	5350.0		-1",,
"320	718	470.0	470	Panaeolus papilionaceus	(Bull.) QuÃ©l.	4	0	290.0		-1",,,
"2169	732	5615.0	5615	Leratiomyces ceres	(Cooke & Massee) Spooner & Bridge	4	0	614.0		-1",,,
"187	733	271.0	271	Flammulina velutipes	(Curtis) Singer	4	0	3212.0		-1",,,
"168	737	248.0	248	Gymnopus dryophilus	(Bull.) Murrill	4	0	4442.0		-1",,,
"4179	737	16288.0	16288	Hypholoma lateritium	(Schaeffer) P. Kummer	4	0	2994.0		-1",,,
"6841	747	30099.0	30099	Trametes betulina	(L.) PilÃ¡t	4	0	3614.0		-1",,,
"362	760	535.0	535	Tubaria furfuracea	(Pers.) Gillet	4	0	515.0		-1",,,
"263	782	387.0	387	Agaricus xanthodermus	Genev.	4	0	3854.0		-1",,,
"1515	783	3476.0	3476	Psilocybe caerulescens	Murrill	4	0	656.0		-1",,,
"273	787	401.0	401	Agaricus augustus	Fr.	4	0	6036.0		-1",,,
"7330	795	31523.0	31523	Psilocybe allenii	Borov."," Rockefeller & P.G. Werner	4	0	3956.0		-1",,
"244	812	360.0	360	Armillaria mellea	(Vahl) P. Kumm.	4	0	3434.0		-1",,,
"2435	816	6325.0	6325	Amanita amerirubescens	Tulloss nom. prov.	4	0	3883.0		-1",,,
"256	822	379.0	379	Amanita flavoconia	G.F. Atk.	4	0	2658.0		-1",,,
"1283	834	2792.0	2792	Laetiporus sulphureus	(Bull.) Murrill	4	0	5848.0		-1",,,
"4353	838	16577.0	16577	Trichaptum biforme	(Fr.) Ryvarden	4	0	2523.0		-1",,,
"505	840	939.0	939	Mycena haematopus	(Pers.) P. Kumm.	4	0	6024.0		-1",,,
"634	856	1174.0	1174	Ceratiomyxa fruticulosa	(O.F. MÃ_ll.) T. Macbr.	4	0	4780.0		-1",,,
"557	858	1021.0	1021	Lycogala epidendrum	(J.C. Buxb. ex L.) Fr.	4	0	3868.0		-1",,,
"116	861	175.0	175	Lycoperdon perlatum	Pers.	4	0	253.0		-1",,,
"208	866	300.0	300	Coprinellus micaceus	(Bull.) Vilgalys"," Hopple & Jacq. Johnson	4	0	6324.0		-1",,
"184	891	268.0	268	Fomitopsis pinicola	(Sw.) P. Karst.	4	0	4616.0		-1",,,
"225	891	325.0	325	Chlorophyllum molybdites	(G. Mey.) Massee	4	0	57.0		-1",,,
"1427	905	3222.0	3222	Panaeolus subbalteatus	(Berk. & Broome) Sacc.	4	0	2514.0		-1",,,
"3893	910	15162.0	15162	Bolbitius titubans	(Bull.) Fr.	4	0	6060.0		-1",,,
"5264	912	22781.0	22781	Cerioporus squamosus	(Huds.) QuÃ©l.	4	0	2938.0		-1",,,
"397	928	603.0	603	Psathyrella candolleana	(Fr.) Maire	4	0	2961.0		-1",,,
"182	977	265.0	265	Ganoderma applanatum	(Pers.) Pat.	4	0	6080.0		-1",,,
"183	994	267.0	267	Fuligo septica	(L.) F.H. Wigg.	4	0	2681.0		-1",,,
"6381	995	29054.0	29054	Pluteus cervinus	(Schaeff.) P. Kumm.	4	0	6068.0		-1",,,
"613	1005	1140.0	1140	Lacrymaria lacrymabunda	(Bull.) Pat.	4	0	620.0		-1",,,
"91	1036	135.0	135	Panaeolus foenisecii	(Pers.) J. SchrÃ¶t.	4	0	605.0		-1",,,
"5601	1065	25421.0	25421	Amanita phalloides	(Fr.) Link	4	0	2735.0		-1",,,
"39	1074	63.0	63	Schizophyllum commune	Fr.	4	0	2852.0		-1",,,
"1518	1125	3485.0	3485	Psilocybe pelliculosa	(A.H. Sm.) Singer & A.H. Sm.	4	0	3969.0		-1",,,
"206	1207	296.0	296	Coprinus comatus	(O.F. MÃ_ll.) Pers.	4	0	2669.0		-1",,,
"2175	1223	5649.0	5649	Psilocybe ovoideocystidiata	GuzmÃ¡n & Gaines	4	0			-1",,,
"85	1234	126.0	126	Phaeolus schweinitzii	(Fr.) Pat.	4	0	2883.0		-1",,,
"462	1313	713.0	713	Galerina marginata	(Batsch) KÃ_hner	4	0	3440.0		-1",,,
"144	1333	216.0	216	Hypholoma fasciculare	(Huds.) P. Kumm.	4	0	572.0		-1",,,
"567	1343	1036.0	1036	Psilocybe cyanescens	Wakef.	4	0			-1",,,
"1972	1392	5067.0	5067	Psilocybe zapotecorum	R. Heim	4	0	4284.0		-1",,,
"120	1642	182.0	182	Lepista nuda	(Bull.) Cooke	4	0	246.0		-1",,,
"74	1666	111.0	111	Pleurotus ostreatus	(Jacq.) P. Kumm.	4	0	313.0		-1",,,
"7202	1730	31073.0	31073	Mixed collection		4	0	4157.0		-1",,,
"23	1862	42.0	42	Trametes versicolor	(L.) Lloyd	4	0	4152.0		-1",,,
