	id_temp	official_name_id
35666	55740	55740.0
35667	55741	55741.0
35668	55742	55742.0
35669	55743	55743.0
35670	55744	55744.0
35671	55745	55745.0
35672	55746	55746.0
35673	55747	55747.0
35674	55748	55748.0
35675	55749	55749.0
35676	55750	55750.0
35677	55751	55751.0
35678	55752	55752.0
35679	55753	55753.0
35680	55754	55754.0
35681	55755	55755.0
35682	55756	55756.0
35683	55757	55757.0
35684	55758	55758.0
35685	55759	55759.0
35686	55760	55760.0
35687	55761	55761.0
35688	55762	55762.0
35689	55763	55763.0
35690	55764	55764.0
35691	55765	55765.0
35692	55766	55766.0
35693	55767	55767.0
35694	55768	55768.0
35695	55769	55769.0
35696	55770	55770.0
35697	55771	55771.0
35698	55772	55772.0
35699	55773	55773.0
35700	55774	55774.0
35701	55775	55775.0
35702	55776	55776.0
35703	55777	55777.0
35704	55778	55778.0
35705	55779	55779.0
35706	55780	55780.0
35707	55781	55781.0
35708	55782	55782.0
35709	55783	55783.0
35710	55784	55784.0
35711	55785	55785.0
35712	55786	55786.0
35713	55787	55787.0
35714	55788	55788.0
35715	55789	55789.0
35716	55790	55790.0
35717	55791	55791.0
35718	55792	55792.0
35719	55793	55793.0
35720	55794	55794.0
35721	55795	55795.0
35722	55796	55796.0
35723	55797	55797.0
35724	55798	55798.0
35725	55799	55799.0
35726	55800	55800.0
35727	55801	55801.0
35728	55802	55802.0
35729	55803	55803.0
35730	55804	55804.0
35731	55805	55805.0
35732	55806	55806.0
35733	55807	55807.0
35734	55808	55808.0
35735	55809	55809.0
35736	55810	55810.0
35737	55811	55811.0
35738	55812	55812.0
35739	55813	55813.0
35740	55814	55814.0
35741	55815	55815.0
35742	55816	55816.0
35743	55817	55817.0
35744	55818	55818.0
35745	55819	55819.0
35746	55820	55820.0
35747	55821	55821.0
35748	55822	55822.0
35749	55823	55823.0
35750	55824	55824.0
35751	55825	55825.0
35752	55826	55826.0
35753	55827	55827.0
35754	55828	55828.0
35755	55829	55829.0
35756	55830	55830.0
35757	55831	55831.0
35758	55832	55832.0
35759	55833	55833.0
35760	55834	55834.0
35761	55835	55835.0
35762	55836	55836.0
35763	55837	55837.0
35764	55838	55838.0
35765	55839	55839.0
35766	55840	55840.0
35767	55841	55841.0
35768	55842	55842.0
35769	55843	55843.0
35770	55844	55844.0
35771	55845	55845.0
35772	55846	55846.0
35773	55847	55847.0
35774	55848	55848.0
35775	55849	55849.0
35776	55850	55850.0
35777	55851	55851.0
35778	55852	55852.0
35779	55853	55853.0
35780	55854	55854.0
35781	55855	55855.0
35782	55856	55856.0
35783	55857	55857.0
35784	55858	55858.0
35785	55859	55859.0
35786	55860	55860.0
35787	55861	55861.0
35788	55862	55862.0
35789	55863	55863.0
35790	55864	55864.0
35791	55865	55865.0
35792	55866	55866.0
35793	55867	55867.0
35794	55868	55868.0
35795	55869	55869.0
35796	55870	55870.0
35797	55871	55871.0
35798	55872	55872.0
35799	55873	55873.0
35800	55874	55874.0
35801	55875	55875.0
35802	55876	55876.0
35803	55877	55877.0
35804	55878	55878.0
35805	55879	55879.0
35806	55880	55880.0
35807	55881	55881.0
35808	55882	55882.0
35809	55883	55883.0
35810	55884	55884.0
35811	55885	55885.0
35812	55886	55886.0
35813	55887	55887.0
35814	55888	55888.0
35815	55889	55889.0
35816	55890	55890.0
35817	55891	55891.0
35818	55892	55892.0
35819	55893	55893.0
35820	55894	55894.0
35821	55895	55895.0
35822	55896	55896.0
35823	55897	55897.0
35824	55898	55898.0
35825	55899	55899.0
35826	55900	55900.0
35827	55901	55901.0
35828	55902	55902.0
35829	55903	55903.0
35830	55904	55904.0
35831	55905	55905.0
35832	55906	55906.0
35833	55907	55907.0
35834	55908	55908.0
35835	55909	55909.0
35836	55910	55910.0
35837	55911	55911.0
35838	55912	55912.0
35839	55913	55913.0
35840	55914	55914.0
35841	55915	55915.0
35842	55916	55916.0
35843	55917	55917.0
35844	55918	55918.0
35845	55919	55919.0
35846	55920	55920.0
35847	55921	55921.0
35848	55922	55922.0
35849	55923	55923.0
35850	55924	55924.0
35851	55925	55925.0
35852	55926	55926.0
35853	55927	55927.0
35854	55928	55928.0
35855	55929	55929.0
35856	55930	55930.0
35857	55931	55931.0
35858	55932	55932.0
35859	55933	55933.0
35860	55934	55934.0
35861	55935	55935.0
35862	55936	55936.0
35863	55937	55937.0
35864	55938	55938.0
35865	55939	55939.0
35866	55940	55940.0
35867	55941	55941.0
35868	55942	55942.0
35869	55943	55943.0
35870	55944	55944.0
35871	55945	55945.0
35872	55946	55946.0
35873	55947	55947.0
35874	55948	55948.0
35875	55949	55949.0
35876	55950	55950.0
35877	55951	55951.0
35878	55952	55952.0
35879	55953	55953.0
35880	55954	55954.0
35881	55955	55955.0
35882	55956	55956.0
35883	55957	55957.0
35884	55958	55958.0
35885	55959	55959.0
35886	55960	55960.0
35887	55961	55961.0
35888	55962	55962.0
35889	55963	55963.0
35890	55964	55964.0
35891	55965	55965.0
35892	55966	55966.0
35893	55967	55967.0
35894	55968	55968.0
35895	55969	55969.0
35896	55970	55970.0
35897	55971	55971.0
35898	55972	55972.0
35899	55973	55973.0
35900	55974	55974.0
35901	55975	55975.0
35902	55976	55976.0
35903	55977	55977.0
35904	55978	55978.0
35905	55979	55979.0
35906	55980	55980.0
35907	55981	55981.0
35908	55982	55982.0
35909	55983	55983.0
35910	55984	55984.0
35911	55985	55985.0
35912	55986	55986.0
35913	55987	55987.0
35914	55988	55988.0
35915	55989	55989.0
35916	55990	55990.0
35917	55991	55991.0
35918	55992	55992.0
35919	55993	55993.0
35920	55994	55994.0
35921	55995	55995.0
35922	55996	55996.0
35923	55997	55997.0
35924	55998	55998.0
35925	55999	55999.0
35926	56000	56000.0
35927	56001	56001.0
35928	56002	56002.0
35929	56003	56003.0
35930	56004	56004.0
35931	56005	56005.0
35932	56006	56006.0
35933	56007	56007.0
35934	56008	56008.0
35935	56009	56009.0
35936	56010	56010.0
35937	56011	56011.0
35938	56012	56012.0
35939	56013	56013.0
35940	56014	56014.0
35941	56015	56015.0
35942	56016	56016.0
35943	56017	56017.0
35944	56018	56018.0
35945	56019	56019.0
35946	56020	56020.0
35947	56021	56021.0
35948	56022	56022.0
35949	56023	56023.0
35950	56024	56024.0
35951	56025	56025.0
35952	56026	56026.0
35953	56027	56027.0
35954	56028	56028.0
35955	56029	56029.0
35956	56030	56030.0
35957	56031	56031.0
35958	56032	56032.0
35959	56033	56033.0
35960	56034	56034.0
35961	56035	56035.0
35962	56036	56036.0
35963	56037	56037.0
35964	56038	56038.0
35965	56039	56039.0
35966	56040	56040.0
35967	56041	56041.0
35968	56042	56042.0
35969	56043	56043.0
35970	56044	56044.0
35971	56045	56045.0
35972	56046	56046.0
35973	56047	56047.0
35974	56048	56048.0
35975	56049	56049.0
35976	56050	56050.0
35977	56051	56051.0
35978	56052	56052.0
35979	56053	56053.0
35980	56054	56054.0
35981	56055	56055.0
35982	56056	56056.0
35983	56057	56057.0
35984	56058	56058.0
35985	56059	56059.0
35986	56060	56060.0
35987	56061	56061.0
35988	56062	56062.0
35989	56063	56063.0
35990	56064	56064.0
35991	56065	56065.0
35992	56066	56066.0
35993	56067	56067.0
35994	56068	56068.0
35995	56069	56069.0
35996	56070	56070.0
35997	56071	56071.0
35998	56072	56072.0
35999	56073	56073.0
36000	56074	56074.0
36001	56075	56075.0
36002	56076	56076.0
36003	56077	56077.0
36004	56078	56078.0
36005	56079	56079.0
36006	56080	56080.0
36007	56081	56081.0
36008	56082	56082.0
36009	56083	56083.0
36010	56084	56084.0
36011	56085	56085.0
36012	56086	56086.0
36013	56087	56087.0
36014	56088	56088.0
36015	56089	56089.0
36016	56090	56090.0
36017	56091	56091.0
36018	56092	56092.0
36019	56093	56093.0
36020	56094	56094.0
36021	56095	56095.0
36022	56096	56096.0
36023	56097	56097.0
36024	56098	56098.0
36025	56099	56099.0
36026	56100	56100.0
36027	56101	56101.0
36028	56102	56102.0
36029	56103	56103.0
36030	56104	56104.0
36031	56105	56105.0
36032	56106	56106.0
36033	56107	56107.0
