id	name	north	south	east	west
761	Vilhelmina, Lapland, Sweden	64.6261	64.6261	16.6551	16.6551
762	Bad Klosterlausnitz, Thüringen, Germany	50.9162	50.9162	11.867	11.867
763	Vojmsjön, Vilhelmina, Lapland, Sweden	64.9242	64.9242	16.4729	16.4729
764	Blomstervallen, Hemavan, Lapland, Sweden	65.6845	65.6845	15.0909	15.0909
765	Hedslund, Rättvik, Dalarna, Sweden	60.9003	60.9003	15.1311	15.1311
766	Torrböle, Ångermanland, Sweden	63.6978	63.6978	19.6179	19.6179
767	Degerberget, Hörnefors, Västerbotten, Sweden	63.7598	63.7598	19.8354	19.8354
768	Hollywood, Los Angeles, California, USA	34.1016	34.1016	-118.35	-118.35
769	Balboa Park, San Diego, California, USA	32.7327	32.7327	-117.146	-117.146
771	near Sterkrivier, Limpopo province, South Africa	-24.1491	-24.1491	28.7333	28.7333
772	Edmonton, Alberta, Canada	53.64	53.4409	-113.325	-113.62
773	Zadnjica Valley, East Julian Alps, Posočje, Slovenia	46.3838	46.3783	13.7897	13.7817
774	Lower Trenta Valley, East Julian Alps, Posočje, Slovenia	46.3846	46.3254	13.759	13.5846
775	Komarča, Slovenia	46.3033	46.3033	13.8249	13.8249
776	Mangart flats, Mount Mangart, East Julian Alps, Posočje, Slovenia	46.4448	46.4396	13.6456	13.6345
777	near village Kopriva, Kras, Slovenia	45.8883	45.8883	13.8389	13.8389
778	Ticino, Switzerland	46.5589	45.8785	9.0417	8.3881
779	Bonnechere Provincial Park, Ontario, Canada	45.7034	45.5939	-77.4272	-77.6222
780	Davis Mountains, Texas, USA	30.7761	30.5674	-103.885	-104.18
781	Pine Canyon Trail, Big Bend National Park, Brewster Co., Texas, USA	29.2679	29.2654	-103.249	-103.255
782	Lost Mine Trail, Big Bend National Park, Brewster Co., Texas, USA	29.2737	29.2658	-103.267	-103.285
783	Pinnacles Trail, The Basin, Big Bend National Park, Brewster Co., Texas, USA	29.2695	29.2527	-103.298	-103.301
784	Canyon, Contra Costa Co., California, USA	37.848	37.8178	-122.146	-122.185
785	San Pablo Reservoir, Contra Costa Co., California, USA	37.9472	37.9038	-122.218	-122.267
786	Samuel H. Boardman State Scenic Corridor, Curry Co., Oregon, USA	42.1369	42.084	-124.33	-124.362
787	Beaver Creek State Forest, East Liverpool, Ohio, USA	40.6989	40.6502	-80.5054	-80.5772
788	Riksgränsen, Lapland, Sweden	68.4344	68.4344	18.11	18.11
789	Thompson Park, East Liverpool, Ohio, USA	40.6448	40.643	-80.5583	-80.563
790	Jena, Thüringen, Germany	50.9576	50.884	11.6524	11.5082
791	Greenville, South Carolina, USA	34.8927	34.7946	-82.2697	-82.4359
792	Sullivan Co., Pennsylvania, USA	41.4118	41.3992	-76.2764	-76.2815
793	North Falmouth, Falmouth, Massachusetts, USA	41.6562	41.6139	-70.5957	-70.6575
794	Plum Orchard Lake Rd., Fayette Co., West Virginia, USA	37.9507	37.9507	-81.2195	-81.2195
795	Ryerson Station State Park, Pennsylvania, USA	39.8717	39.8717	-80.4521	-80.4521
797	Douglas Lake, Michigan, USA	45.5948	45.5948	-84.6922	-84.6922
798	East Jordan, Michigan, USA	45.1581	45.1581	-85.1242	-85.1242
799	Waterloo Recreation Area, Michigan, USA	42.316	42.316	-84.1963	-84.1963
800	Ford Forestry Center, L'Anse, Michigan, USA	46.8715	46.8715	-88.6871	-88.6871
801	L'Anse, Michigan, USA	46.7566	46.7566	-88.4529	-88.4529
802	Antrim Co., Michigan, USA	44.973	44.973	-85.1769	-85.1769
803	Gaylord, Michigan, USA	45.0134	45.0134	-84.6634	-84.6634
804	Perrysburg, Ohio, USA	41.557	41.557	-83.6272	-83.6272
805	Left tributary of Malyi Yugan river, Kolkochen'jagun, Khanty-Mansi Autonomous Okrug—Yugra, Russia	59.5429	59.5429	75.3696	75.3696
806	White Sea Biological Station, Republic of Karelia, Russia	66.5475	66.5475	33.1006	33.1006
807	Khanty-Mansiysk, Russia	61.0068	61.0068	68.9996	68.9996
808	Akademgorodok, Novosibirsk, Russia	54.8596	54.8248	83.127	83.0674
809	Russian Ridge Trail Open Space Preserve, San Mateo Co., California, USA	37.3224	37.3224	-122.214	-122.214
810	Lambir Hills National Park, Borneo, Sarawak, Malaysia	4.2875	4.2875	114.004	114.004
811	Freedom Blvd., Aptos, California, USA	36.9863	36.9863	-121.851	-121.851
812	Gainesville, Florida, USA	29.7373	29.6188	-82.2546	-82.4078
813	Mitino recreational forest, Moscow, Russia	55.8552	55.8552	37.3367	37.3367
814	Red Barn, Point Reyes National Seashore, Marin Co., California, USA	38.047	38.047	-122.804	-122.804
815	East Haddam, Connecticut, USA	41.4349	41.4349	-72.5192	-72.5192
816	East Hampton, Connecticut, USA	41.5681	41.5681	-72.5056	-72.5056
817	Devil's Hopyard State Park, East Haddam, Connecticut, USA	41.4885	41.4615	-72.3276	-72.3597
818	Day Pond State Park, Colchester, Connecticut, USA	41.557	41.557	-72.4184	-72.4184
819	C. P. Huntington State Park, Fairfield Co., Connecticut, USA	41.3382	41.3382	-73.3543	-73.3543
820	Gay City State Park, Hebron, Connecticut, USA	41.7309	41.6983	-72.4295	-72.4602
821	Kent, Connecticut, USA	41.7317	41.7317	-73.4525	-73.4525
822	near Provincetown, Cape Cod National Seashore, Barnstable Co., Massachusetts, USA	42.0599	42.0599	-70.1188	-70.1188
823	near Wedowee Lake, Randolph Co, Alabama, USA	33.28	33.27	-85.57	-85.58
824	Walls of Jericho, Jackson Co., Alabama, USA	34.985	34.97	-86.075	-86.1
825	Beaver Creek State Park, East Liverpool, Ohio, USA	40.7341	40.6971	-80.5682	-80.6233
826	Glen Alton Preserve, Giles Co., Virginia, USA	37.4306	37.4306	-80.5499	-80.5499
828	Highland Springs Reservoir, Lake Co., California, USA	38.953	38.9226	-122.885	-122.931
829	Marian Bear Park, Clairemont, San Diego, California, USA	32.8461	32.8461	-117.205	-117.205
830	Folsom, California, USA	38.685	38.635	-121.18	-121.225
832	Rosalia-Wulka, Forchtenstein, Bezirk Mattersburg, Burgenland, Austria	47.6979	47.6979	16.3064	16.3064
833	Quetico Provincial Park, Ontario, Canada	48.6946	48.0432	-90.9638	-92.2769
834	Lisbon Cemetery Lisbon, Ohio, USA	39.8593	39.8593	-83.6398	-83.6398
835	First St. Cemetery, Athens, Ohio, USA	39.3332	39.3332	-82.1061	-82.1061
836	Glenview Cemetery, East Palestine, Ohio, USA	40.829	40.829	-80.543	-80.543
837	Forest Lawn Cemetery, Youngstown, Ohio, USA	41.0442	41.0442	-80.6673	-80.6673
838	Riverview Cemetery, East Liverpool, Ohio, USA	40.6382	40.6382	-80.5723	-80.5723
839	Columbiana Cemetery, Columbiana, Ohio, USA	40.8884	40.8856	-80.6819	-80.6858
840	Mount Saint Helena, Napa Co., California, USA	38.685	38.66	-122.58	-122.61
842	Ribera, San Miguel Co, New Mexico, USA	35.3736	35.3736	-105.449	-105.449
843	Buena Vista Park, Vista, California, USA	33.1599	33.1517	-117.24	-117.248
844	Buena Vista Park, San Francisco, California, USA	37.7706	37.7658	-122.438	-122.444
845	San Mateo, California, USA	37.5846	37.5182	-122.29	-122.38
846	Ramona, San Diego County, California, USA	33.101	32.995	-116.789	-116.896
847	Dos Picos Park, San Diego Co., California, USA	32.9994	32.9902	-116.929	-116.938
848	Twin Pine, Shelby Co., Alabama, USA	33.45	33.43	-86.51	-86.53
849	Payne Lake State Park, Hale Co., Alabama, USA	32.895	32.875	-87.43	-87.46
850	Lac Beauchamp, Quebec, Canada	45.4993	45.4832	-75.605	-75.64
852	Cuyabeno Wildlife Reserve, Sucumbíos, Ecuador	-0.1181	-0.1181	-75.8462	-75.8462
853	East San Jose Foothills, Santa Clara Co., California, USA	37.3844	37.3764	-121.779	-121.792
855	Wheatley, Ontario, Canada	42.1069	42.1069	-82.5286	-82.5286
856	Quail Creek Park, Austin, Texas, USA	30	30	-97	-97
857	Lucni rybnik, Tabor, Bohemia, Czech Republic	49.3721	49.3721	14.7418	14.7418
858	Muscogee Co., Georgia, USA	32.479	32.479	-84.9648	-84.9648
859	Wolfden Loop, Meriwether Co., Georgia, USA	32.8623	32.8623	-84.7025	-84.7025
860	NW Cobb Co, Georgia, USA	34.0689	34.0689	-84.6735	-84.6735
861	Palmer Station, Antarctica	-64.77	-64.78	-64.04	-64.065
862	McMurdo Station, Antarctica	-77.84	-77.86	166.77	166.62
863	Great Smoky Mountains National Park, North Carolina, USA	35.7733	35.4249	-82.9907	-83.9163
864	Great Smoky Mountains National Park, Tennessee, USA	35.7866	35.4763	-83.1088	-84.0015
865	Great Smoky Mountains National Park, Haywood Co., North Carolina, USA	35.7733	35.5255	-83.0484	-83.2544
866	Great Smoky Mountains National Park, Swain Co., North Carolina, USA	35.7041	35.4249	-83.1802	-83.9163
867	Great Smoky Mountains National Park, Cocke Co., Tennessee, USA	35.7822	35.722	-83.1088	-83.2681
868	Great Smoky Mountains National Park, Sevier Co., Tennessee, USA	35.7643	35.5657	-83.2709	-83.6938
869	Great Smoky Mountains National Park, Blount Co., Tennessee, USA	35.6751	35.4786	-83.6938	-83.996
870	Cataloochee, Great Smoky Mountains National Park, Haywood Co., North Carolina, USA	35.7025	35.5708	-83.0525	-83.1624
871	Greenbrier, Great Smoky Mountains National Park, Sevier Co., Tennessee, USA	35.732	35.6495	-83.2832	-83.4343
872	Smokey Shadows Lodge, Great Smoky Mountains National Park, Haywood Co., North Carolina, USA	35.5373	35.5332	-83.1036	-83.1087
873	Look Rock, Chilhowee Mountain, Blount Co., Tennessee, USA	35.6316	35.6302	-83.9397	-83.9418
874	Elkmont, Great Smoky Mountains National Park, Sevier Co., Tennessee, USA	35.6679	35.6207	-83.5198	-83.5943
875	Cane Creek Canyon Nature Preserve, Colbert Co., Alabama, USA	34.64	34.62	-87.8	-87.81
876	Skidaway Island State Park, Chatham Co., Savannah, Georgia, USA	31.9701	31.946	-81.0439	-81.0633
877	Chez Viess-Rust, Oakland, California, USA	37.8266	37.7273	-122.111	-122.252
879	Greer Park, Palo Alto, California, USA	37.445	37.439	-122.114	-122.122
880	Oneida Co., New York, USA	43.557	43.001	-75.087	-75.746
881	Bonny Doon Ecological Reserve, Santa Cruz Co., California, USA	37.0583	37.0404	-122.121	-122.142
882	Audubon Bird Sanctuary, Dauphin Island, Mobile Co., Alabama, USA	30.251	30.245	-88.083	-88.09
884	Burr Oak State Park, Athens Co., Ohio, USA	39.5823	39.5183	-82.0026	-82.06
885	Bon Secour NWR, Baldwin Co, Alabama, USA	30.245	30.235	-87.82	-87.828
886	Harvey Fraser Nature Park, Pembroke, Ontario, Canada	45.8129	45.8113	-77.1014	-77.1035
887	Cook Forest State Park, Pennsylvania, USA	41.3428	41.3428	-79.2113	-79.2113
888	Algonquin Park, Ontario, Canada	45.7819	45.7819	-78.3696	-78.3696
889	Sunfish Creek State Forest, Clarington, Ohio, USA	39.8067	39.8067	-80.8461	-80.8461
890	Barkcamp State Park, Belmont, Ohio, USA	40.0398	40.0398	-81.023	-81.023
891	Franklin Co., Ohio, USA	40.1768	39.8233	-82.7765	-83.2187
892	Austin, Texas, USA	29.8831	29.8831	-97.945	-97.945
893	Wanggoolba Creek Rd., Fraser Island, Queensland, Australia	-25.4588	-25.46	153.018	153.011
895	Lake Boomanjin, Fraser Island, Queensland, Australia	-25.5533	-25.5548	153.064	153.064
896	Walking track south of Central Station, Fraser Island, Queensland, Australia	-25.4822	-25.4842	153.056	153.056
897	Coatepec, Veracruz, Mexico	19.5093	19.4187	-96.8323	-97.0929
898	Quinta das Canadas, Torres, Trancoso, Portugal	40.761	40.73	-7.3	-7.34
899	Starenbühel, Mattersburg, Bezirk Mattersburg, Burgenland, Austria	47.7162	47.7062	16.3874	16.3734
900	Mollramer Wald, Mollram, Bezirk Neunkirchen, Lower Austria, Austria	47.764	47.748	16.095	16.075
901	Albersee, Illmitz, Bezirk Neusiedl am See, Burgenland, Austria	47.781	47.768	16.775	16.762
902	Unterschölling, Sauerbrunn, Bezirk Mattersburg, Burgenland, Austria	47.783	47.751	16.377	16.344
903	Gelber Berg, Purkersdorf, Bezirk Wien-Umgebung, Lower Austria, Austria	48.206	48.192	16.207	16.187
904	Roanoke, Virginia, USA	37.33	37.203	-79.84	-80.01
905	Lake McKenzie, Fraser Island, Queensland, Australia	-25.445	-25.4451	153.051	153.049
906	near Hill Crest, Crowsnest Pass, Alberta, Canada	49.559	49.5438	-114.349	-114.363
907	Road from Central Station to Lake McKenzie, Fraser Island, Queensland, Australia	-25.4647	-25.468	153.068	153.063
908	Harford Co., Maryland, USA	39.724	39.399	-76.1106	-76.4678
910	Cabell Co., West Virginia, USA	38.5057	38.31	-82.27	-82.63
911	Friendsville, Maryland, USA	39.679	39.62	-79.367	-79.436
912	Brushy Mountain, Werrikimbe National Park, New South Wales, Australia	-31.1843	-31.2401	152.296	152.181
913	Road from Central Station to Kingfisher Bay, Fraser Island, Queensland, Australia	-25.4055	-25.4085	153.047	153.037
914	Intercourse, Pennsylvania, USA	40.0462	40.0317	-76.095	-76.116
915	Wayne National Forest, Hocking Co., Ohio, USA	39.669	39.393	-82.03	-82.613
916	Stewart-Nelson Park, Paducah, Kentucky, USA	37.16	37.0223	-88.5886	-88.7297
917	Fern Tree, Tasmania, Australia	-42.9079	-42.9435	147.289	147.237
918	Sweden	65.66	56.17	20.04	5.14
919	Netherlands	53.415	51.176	7.2	4.1
921	Washington Co., Pennsylvania, USA	40.4778	39.9521	-79.839	-80.5193
922	Cherryville, British Columbia, Canada	50.2468	50.2468	-118.632	-118.632
923	Chembakchina, Khanty-Mansi Autonomous Okrug-Yugra, Russia	60.1183	60.1183	69.7495	69.7495
925	Shayari, Cascales, Sucumbíos, Ecuador	0.08752	0.08752	-77.3755	-77.3755
926	Bosque Experimental Nambillo, Mindo, Los Bancos, Pichincha, Ecuador	0.012778	0.012778	-78.7754	-78.7754
927	Mindo, Los Bancos, Pichincha, Ecuador	-0.049187	-0.049187	-78.7755	-78.7755
928	Puka Urku, Puerto Misahuallí, Napo, Ecuador	-1.0452	-1.0452	-77.6461	-77.6461
929	Chalalán Ecolodge, Madidi National Park, Aten Canton, Apolo Municipality, Franz Tamayo Province, La Paz Department, Bolivia	-14.4139	-14.4442	-67.9034	-67.9379
930	Parque Nacional Carrasco, Cochabamba, Bolivia	-17.3833	-17.3833	-65.05	-65.05
931	Botanical Garden, Herbario Nacional de Bolivia, Universidad Mayor de San Andrés, Cota Cota, La Paz, Pedro Domingo Murillo Province, La Paz Department, Bolivia	-16.5381	-16.5395	-68.0684	-68.07
932	Villa Tunari, Villa Tunari Canton, Villa Tunari Municipality, Chapare Province, Cochabamba Department, Bolivia	-16.9667	-16.9799	-65.4128	-65.4287
933	Parque Nacional Volcán Barú, Chiriquí Province, Panama	8.86913	8.79415	-82.4819	-82.5684
934	Cerro Punta, Tierras Altas District, Chiriquí Province, Panama	8.85861	8.84301	-82.5617	-82.5847
935	Pedasí, Pedasí District, Los Santos Province, Panama	7.54027	7.52209	-80.0154	-80.0337
936	Panama City, Panama Province, Panama	9.04823	8.95583	-79.4739	-79.5677
937	Laguna Azul, Pilón Lajas Biosphere Reserve and Communal Lands, Rurrenabaque Municipality, José Ballivián Province, Beni Department, Bolivia	-14.8788	-14.8899	-67.2864	-67.2939
939	Sintra, Portugal	38.8	38.7639	-9.38278	-9.46972
940	Hutan Lipur Sungai Chongkak Forest Reserve, Selangor State, Ulu Langat, Malaysia	3.2092	3.209	101.843	101.842
941	Lake Birrabeen, Fraser Island, Queensland, Australia	-25.5	-25.51	153.048	153.044
943	Pinecrest, California, USA	38.1886	38.1689	-119.99	-120.038
944	Pushchino, Moscow Oblast, Russia	54.9449	54.9449	37.3429	37.3429
945	Elizarovskij zakaznik, Khanty-Mansi Autonomous Okrug-Yugra, Russia	61.3036	61.3036	67.6936	67.6936
946	Dandenong Ranges National Park, Victoria, Australia	-37.7957	-37.9116	145.404	145.302
947	Rotary Park, Clarksville, Tennessee, USA	36.505	36.497	-87.261	-87.275
948	Rd. 564 south of Drumheller and east of Calgary, Alberta, Canada	51.1929	51.1818	-112.922	-112.976
949	Athens, Georgia, USA	33.98	33.915	-83.35	-83.465
950	Loon Lake, Grasmere, British Columbia, Canada	49.117	49.1152	-115.111	-115.113
951	Hong Kong, China	22.6875	22.1849	114.384	113.816
952	Saint Louis Co., Minnesota, USA	48.249	46.8	-91.33	-92.75
953	Moonlight Flat, Victoria, Australia	-37.0333	-37.0779	144.275	144.233
954	Central Goldfields, Victoria, Australia	-36.6684	-37.5533	144.47	143.525
955	Moffett Field Golf Course, Moffett Field, Santa Clara Co., California, USA	37.4268	37.419	-122.035	-122.042
957	Kikomun Creek Camp Ground, near Baynes Lake, British Columbia, Canada	49.2784	49.2784	-115.223	-115.223
958	Wanggoolba Rd., Fraser Island, Queensland, Australia	-25.4797	-25.4797	153.046	153.046
959	Kalatope wildlife Sanctuary, Dalhousie, Himachal Pradesh, India	32.57	32.52	76.058	75.973
960	Bendigo Regional Park, Lockwood, Victoria, Australia	-36.7554	-36.8258	144.286	144.169
961	Mount Hood, Mount Hood National Forest, Oregon, USA	45.526	45.177	-121.435	-121.965
962	La Selva Beach, Santa Cruz Co., California, USA	36.9366	36.9366	-121.865	-121.865
963	New Brighton State Beach, Capitola, California, USA	36.98	36.98	-121.935	-121.935
964	Empire Grade, Santa Cruz, California, USA	37.0118	37.0118	-122.077	-122.077
965	Foothills of the Santa Cruz mountains, Santa Cruz, California, USA	37.0643	37.0643	-122.038	-122.038
966	Ponderosa Lodge, Graham Hill Rd., Santa Cruz, California, USA	37.0526	37.0526	-122.063	-122.063
967	Wilder Ranch State Park, Santa Cruz Co., California, USA	36.985	36.985	-122.089	-122.089
969	Mima Meadow, University of California Santa Cruz, Santa Cruz Co., California, USA	36.9866	36.9866	-122.072	-122.072
970	Capitola, California, USA	36.98	36.98	-121.957	-121.957
971	Mission St., Santa Cruz, California, USA	36.9672	36.9672	-122.04	-122.04
972	Forest of Nisene Marks State Park, Aptos, California, USA	37.0808	36.9763	-121.828	-121.933
974	Davenport, California, USA	37.0122	37.0122	-122.193	-122.193
975	Spring St., Santa Cruz, California, USA	36.9774	36.9774	-122.044	-122.044
976	Seabright Beach, Santa Cruz, California, USA	36.9636	36.9636	-122.007	-122.007
977	Natural Bridges State Park, Santa Cruz, California, USA	36.9523	36.9523	-122.057	-122.057
978	Fall Creek Unit, Henry Cowell Redwoods State Park, Santa Cruz, California, USA	37.0635	37.0635	-122.103	-122.103
979	Louden Nelson Community Center, Santa Cruz, California, USA	36.9699	36.9689	-122.027	-122.029
980	Neary's Lagoon, Santa Cruz, California, USA	36.9632	36.9632	-122.031	-122.031
981	West Waddell Creek State Wilderness, Santa Cruz Co., California, USA	37.0956	37.0956	-122.277	-122.277
982	Ano Nuevo State Park, San Mateo Co., California, USA	37.1675	37.1123	-122.297	-122.365
983	Södra Tresund, Vilhelmina, Lapland, Sweden	64.8898	64.8885	16.5625	16.56
984	Mount Pisgah, North Carolina, USA	35.4255	35.4255	-82.7569	-82.7569
985	Elkhorn Slough, Monterey Co., California, USA	36.8181	36.8181	-121.739	-121.739
986	Whaler's Cove Cabin, Point Lobos State Park, Monterey Co., California, USA	36.5181	36.5181	-121.938	-121.938
987	Carmel, California, USA	36.5498	36.5498	-121.925	-121.925
988	Jack's Peak Park, Monterey Co., California, USA	36.5616	36.5616	-121.866	-121.866
989	Big Creek Reserve, Big Sur, Monterey Co., California, USA	36.0725	36.0715	-121.599	-121.6
990	near Big Sur, Monterey Co., California, USA	36.246	36.246	-121.713	-121.713
991	Savegre, Albergue de la Montaña, SW of Cerro de la Muerte, San Gerardo, San José, Costa Rica	9.5554	9.5544	-83.801	-83.808
992	Mount Tamalpais State Park, Marin Co., California, USA	37.9311	37.8663	-122.552	-122.664
994	Frängstorp, Västerbotten, Sweden	63.7449	63.7449	19.7526	19.7526
995	Surgutskoe Poles'e, Sankiinkjah River, Surgut District, Khanty-Mansi Autonomous Okrug—Yugra, Russia	62.0705	62.0705	70.9638	70.9638
996	Bear Creek Drive 3/4 mile west of Highway 76, Dorchester, Allamakee Co., Iowa, USA	43.4903	43.3666	-91.477	-91.6116
998	Baie-Sainte-Marguerite, Parc du Saguenay, Quebec, Canada	48.2716	48.2491	-69.9415	-69.9803
999	Parker Ridge, Banff National Park, Alberta, Canada	52.1815	52.1798	-117.095	-117.1
1000	Tadoussac, Quebec, Canada	48.1377	48.1354	-69.7153	-69.7192
1001	Parc des Grands-Jardins, Quebec, Canada	47.7399	47.6389	-70.7615	-70.9401
1002	Tremont, Great Smoky Mountains National Park, Sevier Co., Tennessee, USA	35.6326	35.6142	-83.6655	-83.6889
1003	Lower Kananaskis Lake, Peter Lougheed Provincial Park, Alberta, Canada	50.6922	50.6189	-115.124	-115.148
1004	Togwotee Pass, 24 mi east of Grand Teton National Park, Teton National Forest, Wyoming, USA	43.7596	43.7412	-110.107	-110.133
1005	Wilderness Gardens Park, San Diego Co., California, USA	34.346	32.346	-116.035	-118.035
1006	Maligne Lake, Jasper National Park, Alberta, Canada	52.7283	52.7057	-117.633	-117.65
1007	Maligne River, 3 mi north of Maligne Lake, Jasper National Park, Alberta, Canada	52.7723	52.7699	-117.686	-117.69
1008	Spruce-Fir Nature Trail, Great Smoky Mountains National Park, Swain Co., North Carolina, USA	35.596	35.5949	-83.4585	-83.4617
1009	Alpine Visitor Center, Rocky Mountain National Park, Colorado, USA	40.4421	40.4402	-105.754	-105.757
1010	Mont Jaques-Cartier, Parc de la Gaspésie, Quebec, Canada	49.0042	48.9846	-65.919	-65.9547
1011	Clingmans Dome, Great Smoky Mountains National Park, Swain Co., North Carolina, USA	35.5637	35.5565	-83.4935	-83.5033
1013	Ptarmigan Cirque, Peter Lougheed Provincial Park, Alberta, Canada	50.6027	50.5977	-114.978	-114.985
1014	Vollmer Peak, Contra Costa Co., California, USA	37.8872	37.8801	-122.219	-122.225
1015	Briones Regional Park, Contra Costa Co., California, USA	37.9715	37.8987	-122.1	-122.19
1016	Briones Reservoir, Contra Costa Co., California, USA	37.938	37.9049	-122.17	-122.224
1017	Saint Mary Lake, Glacier National Park, Montana, USA	48.7499	48.6624	-113.441	-113.603
1018	Sun Point, Saint Mary Lake, Glacier National Park, Montana, USA	48.6788	48.6725	-113.573	-113.584
1019	King's Hill Pass, Lewis and Clark National Forest, Montana, USA	46.8587	46.8516	-110.672	-110.683
1020	Lewis River, Yellowstone National Park, Wyoming, USA	44.2591	44.2402	-110.64	-110.651
1021	Cameron Creek, Waterton Lakes National Park, Alberta, Canada	49.0646	49.0363	-113.999	-114.037
1022	Seal Cove, 25 km southeast of Gaspé, Quebec, Canada	48.7469	48.7374	-64.3205	-64.3363
1023	Parc National Forillon, Quebec, Canada	48.9712	48.7453	-64.1547	-64.5172
1026	Kejimkujik National Park, Nova Scotia, Canada	44.501	44.2582	-65.1464	-65.4629
1027	Kejimkujik Seaside National Park, Nova Scotia, Canada	43.8885	43.8112	-64.7816	-64.866
1028	Trois-Rivières, Quebec, Canada	46.3594	46.2662	-72.5138	-72.6348
1029	Schoodic Point, Acadia National Park, Maine, USA	44.3758	44.3296	-68.0428	-68.0788
1030	Westmoreland Co., Pennsylvania, USA	40.6879	40.0781	-78.9532	-79.9297
1031	North America	85.4118	5.5613	-4.043	177.144
1032	Parque de Monsanto, Lisboa, Portugal	38.745	38.696	-9.17084	-9.22611
1033	Bear Creek Trail, Briones Reservoir, Contra Costa Co., California, USA	37.925	37.9203	-122.165	-122.198
1034	North of Fort Bragg, Mendocino Co., California, USA	39.6327	39.4589	-123.74	-123.812
1035	Foster City, California, USA	37.5764	37.5214	-122.225	-122.294
1036	Biology of Fungi Lab, UC Berkeley, Berkeley, California, USA	37.8742	37.8736	-122.264	-122.266
1037	Edgewood Park, San Mateo, California, USA	37.4754	37.451	-122.272	-122.292
1038	Sibley Volcanic Regional Preserve, Oakland, California, USA	37.8578	37.8466	-122.188	-122.202
1039	Santa Barbara, California, USA	34.4658	34.3933	-119.636	-119.789
1040	Purisima Creek Redwoods Open Space Preserve, San Mateo Co., California, USA	37.4518	37.4198	-122.312	-122.372
1041	Shasta-Trinity National Forest, Siskiyou Co., California, USA	41.5846	41.1745	-122.043	-122.432
1042	Sausalito, California, USA	37.8772	37.8446	-122.477	-122.507
1043	Mendocino Woodlands, Mendocino Co., California, USA	39.3423	39.3083	-123.681	-123.712
1044	University of California Berkeley (UC Berkeley), Berkeley, California, USA	37.8835	37.8677	-122.229	-122.266
1045	Moraga, California, USA	37.8702	37.8084	-122.093	-122.153
1046	Orinda Oaks Park, Orinda, California, USA	37.8603	37.8471	-122.127	-122.155
1047	Lands End, San Francisco, California, USA	37.7859	37.7755	-122.508	-122.52
1048	Mount Vision, Point Reyes National Seashore, Marin Co., California, USA	38.1091	38.0869	-122.863	-122.904
1049	Skyline Blvd., Oakland, California, USA	37.8575	37.7428	-122.115	-122.223
1050	Redwood Regional Park, Oakland, California, USA	37.8335	37.797	-122.137	-122.189
1051	Tomales Bay State Park, Heart's Desire Beach Woods, Marin Co., California, USA	38.1368	38.1223	-122.884	-122.903
1053	Schuylkill Co., Pennsylvania, USA	40.956	40.5263	-75.8894	-76.6956
1054	Pine Canyon, Chisos Mountains, Big Bend National Park, Brewster Co., Texas, USA	29.2663	29.2603	-103.251	-103.257
1055	Madera Canyon, Santa Rita Mountains, Pima Co., Arizona, USA	31.7412	31.7134	-110.875	-110.887
1056	Lac des Americains, Parc de la Gaspésie, Quebec, Canada	48.9574	48.9544	-66.0185	-66.0299
1057	Anse-Pleureuse, Gaspésie, Quebec, Canada	49.2449	49.2336	-65.6328	-65.6572
1058	Mount Washburn, Yellowstone National Park, Wyoming, USA	44.793	44.7872	-110.433	-110.445
1059	Waterfowl Lake, Banff National Park, Alberta, Canada	51.8554	51.8401	-116.619	-116.645
1060	Newfound Gap, Great Smoky Mountains National Park, Swain Co., North Carolina, USA	35.6117	35.6106	-83.4246	-83.4265
1061	Little Hartley, New South Wales, Australia	-33.4726	-33.656	150.286	150.132
1062	The Ridges, Ohio University, Athens, Ohio, USA	39.3243	39.3204	-82.1108	-82.1167
1063	Planalto das Cezaredas, Portugal	39.3269	39.2769	-9.22222	-9.27222
1064	Estádio Nacional, Oeiras, Portugal	38.7131	38.7039	-9.25639	-9.26361
1065	Canby, Clackamas Co., Oregon, USA	45.2802	45.2483	-122.673	-122.712
1066	Green Mountain Reservoir, White River National Forest, Colorado, USA	39.8981	39.8497	-106.24	-106.334
1067	Lizard Creek, Jackson Lake, Grand Teton National Park, Wyoming, USA	44.0027	43.9999	-110.686	-110.692
1068	near Eureka, Montana, USA	48.8941	48.7661	-114.855	-114.988
1069	Hayden Valley, Yellowstone National Park, Wyoming, USA	44.6362	44.6072	-110.41	-110.449
1070	Lainzer Tiergarten, Wien, Austria	48.2	48.1551	16.2546	16.199
1071	Rötjärnsbäcken, Hörnefors, Västerbotten, Sweden	63.7474	63.7474	19.798	19.798
1072	Avalanche Creek, Glacier National Park, Montana, USA	48.6802	48.6751	-113.811	-113.821
1073	Bratislavsky Lesny Park, Bratislava, Slovakia	48.2203	48.1775	17.1182	17.0669
1074	Sergiyevo-Posadsky District, Moscow Oblast, Russia	56.793	56.1563	38.4192	37.668
1075	Yuma Co., Arizona, USA	33.4647	32.0386	-113.333	-114.817
1076	Turkey Point, Ontario, Canada	42.6973	42.6651	-80.3219	-80.3372
1077	Bartow Co., Georgia, USA	34.4131	34.0753	-84.6443	-85.0471
1078	Blacksburg, Virginia, USA	37.2769	37.184	-80.3785	-80.4804
1079	Duna-Ipoly Nemzeti Park, Hungary	47.8039	47.657	19.0571	18.8168
