id	name	north	south	east	west
14886	Evergreen, San Jose, Santa Clara Co, California, USA	37.3664	37.2385	-121.693	-121.833
14887	Dordogne, France	45.1636	44.0992	1.94808	1.15014
14888	Whidbey Woods, Greenbank, Washington, USA	48.0799	48.0686	-122.584	-122.602
14889	Coast Guard, Petaluma, California, USA	38.2988	38.2051	-122.567	-122.683
14890	Observatory Trail, Reserva Los Cedros, Intag, Cotacachi Canton, Imbabura Province, Ecuador	0.389229	0.284864	-78.7642	-78.854
14891	Powder Valley Conservation Nature Center, Kirkwood, Missouri, USA	38.5577	38.555	-90.4271	-90.4298
14892	Briones, California, USA	37.9691	37.9434	-122.17	-122.211
14893	Woodland Park, Seattle, Washington, USA	47.6758	47.6646	-122.34	-122.348
14894	Aiana de Baixo, Sesimbra, Portugal	38.5114	38.494	-9.13195	-9.16397
14895	Caldwell Nature Preserve, Cincinnati, Ohio, USA	39.2049	39.1983	-84.4853	-84.4966
14896	Tres Aguas, Refugio Forestal, Fresneda de la Sierra Tiron, Spain	42.3122	42.3094	-3.13225	-3.1368
14897	Columbus State Community College, Columbus, Ohio, USA	39.9712	39.9684	-82.9848	-82.9902
14898	The Tolt River Swimming Hole, Carnation, Washington, USA	47.6623	47.6605	-121.867	-121.87
14899	Alamo, California, USA	37.8601	37.856	-121.969	-121.976
14900	San Bruno Mountain, San Mateo Co., California, USA	37.6963	37.6786	-122.42	-122.452
14901	Sycamore Park, Batavia, Ohio, USA	39.0652	39.0625	-84.189	-84.1917
14902	Evergreen Lake, Alpine Co., California, USA	38.6148	38.6114	-119.953	-119.957
14903	Brazolargo Trail, Reserva Los Cedros, Intag, Cotacachi Canton, Imbabura Province, Ecuador	0.392736	0.314116	-78.7564	-78.8303
14904	Centerville, Indiana, USA	39.831	39.8081	-84.9769	-85.0071
14905	Goble, Columbia Co., Oregon, USA	46.0501	45.952	-122.873	-123.017
14906	Blodgett Canyon USFS Campground, Ravalli Co, Hamilton, Montana, USA	46.2932	46.2463	-114.22	-114.266
14907	Kootenai Creek Trail, USFS Bitterroot National Forest, Stevensville, Montana, USA	46.5478	46.5344	-114.17	-114.19
14908	St. Anthony's Medical Center, St. Louis, Missouri, USA	38.5088	38.5061	-90.3803	-90.383
14909	Lowell, Lane Co., Oregon, USA	43.9317	43.9128	-122.769	-122.796
14910	Five Brooks Trail, Point Reyes, California, USA	38.0026	38	-122.762	-122.765
14911	Lake Lagunitas, Marin Co., California, USA	37.9482	37.9434	-122.591	-122.598
14912	Huys te Warmont, Warmond, Zuid-Holland, Netherlands	52.2063	52.2006	4.51408	4.50542
14913	Cassville, Missouri, USA	36.7038	36.6575	-93.842	-93.8926
14914	Mount Jackson, Guerneville, California, USA	38.5503	38.5393	-122.955	-122.966
14915	Ridgewood, Queens Co., New York, USA	40.714	40.6917	-73.8888	-73.9241
14916	Trail of Tears State Park, Cape Girardeau Co., Missouri, USA	37.4813	37.4309	-89.4418	-89.5137
14917	Explorer's Inn, Tambopata National Reserve, Madre de Dios, Peru	-12.8368	-12.8368	-69.2933	-69.2933
14918	Big Lagoon, Humboldt Co., California, USA	41.1681	41.1554	-124.122	-124.138
14919	Caracena Canyon, Valderroman, Soria, Spain	41.3973	41.3947	-3.10349	-3.10561
14920	Gaurikund, Utterakhand, India	30.6554	30.6508	79.032	79.0246
14921	The University of Arizona, Tucson, Arizona, USA	32.2436	32.2278	-110.944	-110.96
14922	Bhimbali, India	30.6899	30.689	79.0497	79.0495
14923	Elkins Park, Pennsylvania, USA	40.0888	40.0524	-75.0962	-75.1545
14924	Patapsco Valley State Park, Howard Co., Maryland, USA	39.2961	39.2934	-76.7839	-76.7866
14925	Mount Hood National Forest, Forest Road 4614, Clackamas Co., Oregon, USA	45.5307	44.954	-121.501	-122.717
14926	Olympos mountain, Greece	40.1055	40.0713	22.3906	22.3265
14927	Ambler Flatwoods, Long Beach, Indiana, USA	41.7302	41.7275	-86.815	-86.8177
14928	Beytepe, Ankara, Turkey	39.8784	39.8733	32.7439	32.7377
14929	Crescent Park, Palo Alto, California, USA	37.4582	37.4474	-122.137	-122.162
14930	College of the Redwoods, Del Norte Campus, Crescent City, Del Norte Co., California, USA	41.7727	41.7689	-124.21	-124.214
14931	not far from Packwood, Washington, USA	46.6142	46.5988	-121.655	-121.687
14932	eucalyptus grove, Stanford, California, USA	37.4401	37.4313	-122.159	-122.168
14933	Casais da Serra, Sesimbra, Portugal	38.4867	38.4692	-9.01388	-9.04589
14934	Busey Woods FP, Cook Co., Illinois, USA	42.1543	41.4695	-87.1112	-88.2635
14935	Barnett Valley Rd., Sebastopol, California, USA	38.3783	38.3604	-122.843	-122.903
14936	Ocean Cove Lodge Bar & Grill, Jenner, California, USA	38.4695	38.4317	-123.099	-123.138
14937	Wayne Co., Michigan, USA	42.4516	42.0279	-82.7499	-83.5519
14938	Fulton Rd., Santa Rosa, California, USA	38.5145	38.4274	-122.766	-122.774
14939	Coastal Range, Lane Co., Oregon, USA	44.2905	43.4292	-123.393	-124.23
14940	Burtonsville, Maryland, USA	39.1379	39.0787	-76.8885	-76.9574
14941	Kedarnath, India	30.736	30.7307	79.0684	79.0655
14942	near Seatac Airport, King Co., Washington, USA	56.1789	52.0698	-127.199	-130.606
14943	North Bay, California, USA	38.8443	37.6987	-122.242	-123.603
14944	Ceva, Cuneo, Italy	44.3834	44.3667	8.03146	7.9969
14945	Catskill Mountains, New York, USA	42.5865	42.0498	-74.8115	-76.1829
14946	Mgarr Ix-Xini Valley, Ta Cenc, Sannat, Malta	36.0286	36.0198	14.2712	14.2516
14947	Bouwlust, Den Haag, Zuid-Holland, Netherlands	52.0444	52.0306	4.27289	4.24087
14948	Wied il-Kbir, Qormi, Malta	35.873	35.8703	14.4781	14.4754
14949	Taylor Mountain Regional Park, Santa Rosa, California, USA	38.435	38.3452	-122.613	-122.704
14950	Merritt College Horticultural Gardens, Oakland, California, USA	37.7908	37.7895	-122.166	-122.168
14951	Linville Land Harbor, Linville, Avery Co., North Carolina, USA	36.054	36.0358	-81.8861	-81.9099
14952	Mokelumne Wilderness, Alpine Co., California, USA	38.9333	38.3269	-119.542	-120.073
14953	Mareeba Wetlands, Atherton Plateau, Queensland, Australia	-16.7596	-16.9899	145.412	145.197
14954	Bundeena Beach, New South Wales, Australia	-33.3251	-33.3647	151.473	151.421
14955	west of Copenhagen, Denmark	55.7271	55.6278	12.4569	12.0908
14956	North Fork, Middle Fork Willamette River, Lane Co., Oregon, USA	43.8886	43.7579	-122.344	-122.525
14957	Elkmont, Great Smoky Mountains National Park, Sevier Co, Tennessee, USA	36.6781	34.9829	-81.6469	-84.8611
14958	Lewis Creek, El Paso Co., Colorado, USA	39.1299	38.5194	-104.052	-105.073
14959	Conway Park, Creve Coeur, Missouri, USA	38.6502	38.6475	-90.4495	-90.4522
14960	near Vostochniy Rangers Station, Kolkochen'yagun River Basin, Yuganskiy Nature Reserve, Surgutskiy District, Yugra, Russia	60.5399	58.5399	76.3751	74.3751
14961	Kytnelor lake, Yuganskiy nature reserve, Surgutskiy district, Yugra, Russia	60.5238	58.5238	75.8369	73.8369
14962	Naaldbomenpad, Kralingse Bos, Rotterdam, Zuid-Holland, Netherlands	51.9561	51.9311	4.53661	4.50118
14963	Big Four Ice Caves Trail, Granite Falls, Washington, USA	48.0712	48.049	-121.508	-121.527
14965	Frank and Beth Smithe Grove, Leggett, California, USA	39.9069	39.8892	-123.734	-123.756
14967	Cosumnes River College - CRC, Sacramento, California, USA	38.458	38.4497	-121.418	-121.428
14968	Crescent Bend Nature Area, Texas, USA	29.5567	29.5467	-98.2305	-98.2423
14969	Upper Middle Cibolo Creek, Texas, USA	29.6114	29.5035	-98.1828	-98.3247
14970	Shepard Canyon Rd., Oakland, California, USA	37.8364	37.8235	-122.185	-122.206
14971	In Ban Tha, Kham Xiengkhuoang, Laos	19.655	19.6457	103.551	103.55
14972	Qrendi, Malta	35.8426	35.8189	14.47	14.4303
14973	Philomath, Benton Co., Oregon, USA	44.5539	44.532	-123.334	-123.384
14974	White Rock Preserve, Sonoma Co. California, USA	39.1024	38.3227	-122.191	-123.476
14975	White Rock Preserve, Sonoma Co., California, USA	38.8529	38.0733	-122.347	-123.632
14976	Storm King Art Center, Orange Co., New York, USA	41.4339	41.4091	-74.054	-74.0734
14977	Gozo, Zebbug	36.11	36.0393	14.3138	14.1609
14978	Victoria, Gozo, Malta	36.0531	36.0336	14.2537	14.2269
14979	Xemxija, Malta	35.9458	35.9431	14.3924	14.3897
14980	Sugar Pines Farm, Chesterland, Ohio, USA	41.5677	41.564	-81.2988	-81.3048
14981	Yopal, Casanare, Colombia	5.35603	5.30957	-72.3704	-72.4116
14982	Pigeon River, Ontario, Canada	48.0138	48.0111	-89.7063	-89.709
14983	Bale Grist Mill State Historic Park, Napa Co., California, USA	38.5492	38.5385	-122.51	-122.52
14984	Napa county, California, USA	38.8642	38.1549	-122.061	-122.646
14985	Sibaté Cundinamarca, Colombia	4.51515	4.47357	-74.2378	-74.2703
14986	Pass Lake, Ontario, Canada	48.5648	48.5621	-88.7187	-88.7214
14987	Cruz verde, Páramo el Verjon, Bogotá, Colombia	4.83713	4.45946	-73.992	-74.2236
14988	Meadows Canyon Trail, Tilden Regional Park, Contra Costa Co., California, USA	37.91	37.9034	-122.247	-122.262
14989	Greenlick Road Cemetery, Bullskin Township, Pennsylvania, USA	40.1435	39.7207	-79.2936	-80.0107
14990	Dublin, Ohio, USA	40.1633	40.0637	-83.0898	-83.2021
14991	Willoughby, Ohio, USA	41.7071	41.6041	-81.366	-81.4528
14992	limits of Wied San Blas, Nadur, Gozo, Malta	36.0892	36.0185	14.3711	14.2182
14993	Canary Islands, Spain	29.4801	27.6035	-13.3594	-18.1916
14994	Tenerife, Canary Islands, Spain	28.6276	27.9627	-16.0587	-16.9535
14995	Thunder Bay, Ontario, Canada	48.5158	48.2893	-89.0532	-89.4278
14996	Lake Wilson, Washington Co., Arkansas, USA	36.0012	35.9951	-94.133	-94.1373
14997	Malakoff Diggins State Park, Nevada Co., California, USA	39.3952	39.3263	-120.877	-120.988
14998	Headlands Trail, Pellston, Michigan, USA	45.5654	45.5396	-84.7713	-84.7973
14999	Meadow Brook, Valparaiso, Indiana, USA	41.512	41.4388	-86.9975	-87.1094
15000	Tolleston, Gary, Indiana, USA	41.5947	41.5702	-87.3555	-87.3843
15001	Lake Hennessey, Napa Co., California, USA	38.5093	38.4791	-122.349	-122.397
15002	Cherry Lawn Park, Darien, Connecticut, USA	41.0921	41.0894	-73.4645	-73.4672
15003	University of Houston, Houston, Texas, USA	29.7201	29.72	-95.3458	-95.346
15004	Victorville, California, USA	34.6449	34.4356	-117.254	-117.469
15005	Las Alturas Biological Station, Las Alturas de Cotón, Coto Brus Canton, Puntarenas Province, Costa Rica	8.96354	8.91759	-82.8078	-82.8776
15006	Leeds, Maine, USA	44.3715	44.2063	-70.0743	-70.1988
15007	Cascade Falls, Saco, Maine, USA	43.5435	43.5419	-70.4038	-70.4068
15008	Heroica Nogales, Sonora, Mexico	31.3329	31.0798	-110.766	-111.317
15009	Gwaldam, Uttarakhand, India	30.013	29.9961	79.5737	79.5541
15010	Bastien Tree Farm, McGregor, Ontario, Canada	42.1695	42.1637	-82.9417	-82.9539
15011	Ban Phouvieng, Phoukout, Xiengkhuoang, Laos	19.7213	19.5435	103.144	103.041
15012	Mount Work Regional Park, Ross-Durrance Rd., Saanich Peninsula, Vancouver Island, British Columbia, Canada	48.5502	48.5437	-123.48	-123.492
15013	Meadow Trail, Point Reyes National Seashore, California, USA	38.0375	38.0222	-122.79	-122.837
15014	Mount Wittenberg Trail, Point Reyes National Seashore, California, USA	38.0431	38.0297	-122.798	-122.839
15015	Humedal La Conejera, Bogotá, Colombia	4.76146	4.75876	-74.1047	-74.1074
15016	Montalvão, Nisa, Portalegre, Portugal	39.61	39.57	-7.503	-7.557
15017	Ivy Creek Natural Area, Charlottesville, Virginia, USA	38.1228	38.0618	-78.4559	-78.5333
15018	Creighton Ridge, Cazadero, California, USA	38.5559	38.5546	-123.182	-123.184
15019	Playa del Carmen, Quintana Roo, Mexico	20.6833	20.5758	-87.0224	-87.1224
15020	Ban Viengkham, Nongpet, Paek, Xiengkhouang, Laos	18.296	18.1	104.03	103.858
15021	Seahaven, California, USA	38.124	38.0976	-122.857	-122.881
15022	Villa Ferere, Pieta, Malta	35.8965	35.8886	14.4985	14.4899
15023	Ban Phonsavanh, Paek, Xiengkhouang, Laos	20.0401	18.8135	104.279	102.662
15024	Munro, Michigan, USA	45.6371	45.5489	-84.6096	-84.731
15025	Mount Pleasant, Virginia, USA	37.7784	37.703	-79.2098	-79.2331
15026	The Bowl Natural Research Area, New Hampshire, USA	45.3055	42.697	-70.5751	-72.5572
15027	Paju, Gyeonggi-do Province, South Korea	37.9029	37.7366	126.922	126.745
15028	Fort Vancouver High School, Vancouver, Washington, USA	45.6952	45.5826	-122.476	-122.775
15029	Bukhansan National Park, Gyeonggi-do Province, South Korea	37.7359	37.61	127.031	126.924
15030	Farmington, Michigan, USA	42.4988	42.4535	-83.3057	-83.4157
15031	Bodega Highway, Freestone, Sonoma Co., California, USA	38.3964	38.3543	-122.871	-122.942
15032	Northeast Nebraska, Nebraska, USA	43.0004	41.9771	-96.5827	-99.9666
15033	Tuscany, Italy	44.0518	42.7964	12.2725	11.2028
15034	Jack Pine Woods SW of Lake Street Beach, Gary, Indiana, USA	41.6554	41.5218	-87.222	-87.4336
15035	Woraksan National Park, Chungbuk Province, South Korea	36.9301	36.8012	128.267	128.029
15036	Chungju, Chungbuk Province, South Korea	37.1239	36.9578	127.998	127.812
15037	Beverly Shores, Indiana, USA	41.7189	41.6624	-86.9325	-87.01
15038	Municipio de Buena Vista, Provincia Ichilo, Santa Cruz de la Sierra, Bolivia	-17.4452	-17.4766	-63.6471	-63.6816
15039	Municipio Samaipata, Provincia Florida, Santa Cruz de la Sierra, Bolivia	-18.1604	-18.1958	-63.8613	-63.9003
15040	La Porte, Indiana, USA	41.6393	41.5636	-86.6736	-86.7554
15041	Grand Beach, Michigan, USA	41.7848	41.7629	-86.7754	-86.8022
15042	Mount Mencilla, Pineda de la Sierra, Spain	42.1964	42.1925	-3.31486	-3.32035
15043	Bebedero de Escazu, Costa Rica	9.90582	9.89466	-84.1463	-84.1622
15044	Joseph Whidbey State Park, Oak Harbor, Washington, USA	48.316	48.3078	-122.702	-122.717
15045	PSMS show/Bellevue, Washington, USA	48.5872	46.6123	-120.454	-122.651
15046	northeast North Carolina, North Carolina, USA	36.5882	35.2198	-75.4001	-79.8175
15047	Pennsylvania Ave., Georgetown, Washington DC, USA	38.9052	38.9041	-77.0564	-77.058
15048	Gyeongbokgung Palace, Seoul, South Korea	37.5834	37.576	126.98	126.974
15049	Jirisan National Park, Gyeongnam Province, South Korea	35.5492	35.2269	127.847	127.447
15050	Bridal Veil Falls, Provo Canyon, Provo, Utah, USA	40.3396	40.3369	-111.6	-111.603
15051	Brisbane Botanic Gardens, Mount Coot-tha, Brisbane, Queensland, Australia	-27.4734	-27.4761	152.977	152.975
15052	Moravia, San José, Costa Rica	10.0053	9.92913	-84.0279	-84.0818
15053	asdajksd	80	-80	89	-89
15054	Morro Grande	-23.6	-23.7474	-46.9222	-47.0066
15055	Morro Grande, Cotia, São Paulo, Brazil	-23.6635	-23.8378	-46.9143	-47.0149
15056	Ban Mixay, Phoukout, Xiengkhouang, Laos	20.0401	18.8135	104.279	102.662
15057	Elkhorn, California, USA	36.8309	36.7945	-121.676	-121.754
15058	Bay farm island, Alameda Co., California, USA	37.749	37.7197	-122.226	-122.261
15060	Henry Cowell Redwoods State Park, Scotts Valley, California, USA	37.043	37.0403	-122.063	-122.066
15061	Madera Co., California, USA	37.778	36.763	-119.022	-120.545
15062	9016 South La Grange Rd., Willow Springs, Illinois, USA	41.727	41.7243	-87.8519	-87.8546
15063	Narainbagar, Uttarakhand, India	30.1339	30.1247	79.3907	79.3799
15064	Attard, Malta	35.9098	35.889	14.4537	14.4046
15065	Golden Gate National Recreation Area, Marin Co., California, USA	37.8838	37.816	-122.469	-122.593
15066	Los Padres National Forest, Monterey Co., California, USA	34.6031	34.6004	-119.504	-119.507
15067	Reed College, Portland, Multnomah Co., Oregon, USA	45.4849	45.4788	-122.622	-122.638
15068	Ocean beach, San Francisco, California, USA	37.7779	37.7273	-122.506	-122.514
15069	Spring Grove Cemetery, Cincinnati, Ohio, USA	40.1696	38.1696	-83.5269	-85.5269
15070	Ambler Flatwoods, Michigan City, Indiana, USA	41.7302	41.7275	-86.815	-86.8177
15071	Penn Valley, California, USA	39.2105	39.1794	-121.175	-121.209
15072	Xewkija, Gozo, Malta	36.0427	36.0213	14.2779	14.2373
15073	Rip Van Winkle Park, Pacific Grove, California, USA	36.6139	36.6067	-121.927	-121.937
15074	Newport Beach, California, USA	33.6531	33.5903	-117.822	-117.9
15076	Shutesbury, Massachusetts, USA	42.5107	42.4075	-72.3685	-72.4899
15077	Suriname	6.1296	1.83731	-53.9429	-58.0705
15078	Leverett, Massachusetts, USA	42.5186	42.4287	-72.4396	-72.5344
15079	Pineda de la Sierra, Spain	42.229	42.2281	-3.31042	-3.31146
15080	Corral Hollow Rd., San Joaquin Co., California, USA	37.7038	37.567	-121.451	-121.55
15081	Santa Rosa Memorial Park Cemetery, Santa Rosa, California, USA	39.4596	37.4596	-121.707	-123.707
15082	Odd Fellows Cemetery, Santa Rosa, California, USA	39.4575	37.4575	-121.707	-123.707
15083	Pembroke, Georgia, Bryan Co, USA	32.177	32.111	-81.5912	-81.6534
15085	Government House, Rockland, Victoria, British Columbia, Canada	48.419	48.4177	-123.341	-123.343
15086	Santa Rosa Rural Cemetery, Santa Rosa, California, USA	38.4572	38.4539	-122.703	-122.707
15087	Ban Sui, Phoukoud, Xiengkhouang, Laos	20.0401	18.8135	104.279	102.662
15088	Catonsville, Maryland, USA	39.3078	39.2272	-76.6887	-76.7946
15089	Fossil Point Badlands, Utah, USA	38.8875	38.8391	-110.147	-110.247
15090	Ballito, Zimbali, Kwa- Zulu Natal, South Africa	-29.5376	-29.5608	31.2082	31.1935
15091	Briones to Mount Diablo Regional Trail, Walnut Creek, California, USA	37.9105	37.8622	-121.973	-122.04
15092	Indian Sands, Samuel H. Boardman State Scenic Corridor, Curry Co., Oregon, USA	42.1613	42.148	-124.356	-124.367
15093	New London, New Hampshire, USA	43.4662	43.3803	-71.9077	-72.058
15094	Lake Co., Florida, USA	29.2768	28.3452	-81.3496	-81.9576
15095	Rocky Mount, North Carolina, USA	36.024	35.8583	-77.7075	-77.876
15096	Baja California, Mexico	32.7187	28	-112.654	-118.408
15097	Catavina, Baja California, Mexico	29.7846	29.6648	-114.558	-114.737
15098	Sheldon National Wildlife Refuge, Nevada, USA	41.9988	41.6031	-118.747	-119.648
15099	Pitcher Mountain, Stoddard, New Hampshire, USA	43.0956	43.0929	-72.134	-72.1367
15100	Empire mine state historic park, Nevada Co., California, USA	39.2155	39.1924	-121.028	-121.06
15101	Big island, Hawai'i, USA	20.2685	18.9107	-154.807	-156.062
15102	Maui, Hawai'i, USA	21.0314	20.5746	-155.979	-156.697
15103	Stamford, New York, USA	42.4203	42.3977	-74.6023	-74.63
15104	Ban Phonsaat Tai, Paek, Xiengkhouang, Laos	20.0401	18.8135	104.279	102.662
15106	Polipoli Spring State Recreation Area, Maui, Hawai'i, USA	20.6799	20.6772	-156.328	-156.331
15107	San Fransisco, California, USA	37.9298	37.6398	-122.282	-123.174
15108	Cayucos, California, USA	35.4616	35.4125	-120.86	-120.927
15109	Woodstock, Mchenry Co., Illinois, USA	42.3582	42.2698	-88.385	-88.4916
15110	Stanford, California, USA	37.4435	37.4063	-122.149	-122.191
15111	Copalinga, Zamora, Prov. Zamora-Chinchipe, Ecuador	-4.08723	-4.09124	-78.9568	-78.962
15112	Horse Trail, Point Reyes National Seashore, Point Reyes Station, California, USA	38.0461	38.0393	-122.801	-122.83
15113	Bradley Creek North, Mills River, North Carolina, USA	35.3858	35.3814	-82.6809	-82.6863
15115	Newport, New Hampshire, USA	43.4238	43.3076	-72.1259	-72.2695
15116	Manoa Valley, Oahu, Hawaii, USA	21.3421	21.3361	-157.798	-157.802
15117	Hermit Gultch Campground, Santa CataIina Island, California, USA	33.3299	33.3275	-118.338	-118.342
15118	Hermit Gultch Trail, Santa Catalina Island, California, USA	33.3304	33.3264	-118.341	-118.355
15119	Marin Headlands, Golden Gate National Recreation Area, Marin Co., California, USA	37.8515	37.8149	-122.48	-122.558
15120	Fort Baker, Golden Gate National Recreation Area, Marin Co., California, USA	37.8433	37.8318	-122.472	-122.487
15121	Capital Hill Business Park, Midrand, South Africa	-26.0089	-26.013	28.1309	28.1257
15122	Bosque do Papa, Curitiba, paraná, Brazil	-25.4081	-25.4108	-49.2679	-49.2706
15123	Centenary St., Lethabong, South Africa	-26.0968	-26.1021	28.1792	28.1718
15124	Big island, Hawaii, USA	20.2685	18.9107	-154.807	-156.062
15125	MacKenzie State Park, Big island, Hawaii, USA	19.4386	19.4359	-154.864	-154.867
15126	Old Womans Creek Rd., Ano Nuevo State Reserve, San Mateo Co., California, USA	37.1861	37.1743	-122.287	-122.34
15127	Millerton Lake, Fresno County., California, USA	37.0729	36.9904	-119.576	-119.707
15129	UCIMC, Orange, California, USA	33.7884	33.7854	-117.887	-117.891
15130	Eastern North Carolina, USA	35.9738	35.9687	-77.8963	-77.9517
15131	Victoria Drive at Kitchener street, Vancouver, British Columbia, Canada	49.273	49.272	-123.065	-123.067
15132	Kings Canyon, Carson City Co., Nevada, USA	39.1716	39.1216	-119.797	-119.841
15133	Spooner Lake, Carson City Co., Nevada, USA	39.1143	39.0999	-119.892	-119.921
15134	Big Canyon, Washoe Co., Nevada, USA	39.229	39.2174	-119.84	-119.85
15135	Emerald Lake State Park, Dorset, Vermont, USA	43.3255	43.2264	-72.9239	-73.0758
15136	Unguja Island, Zanzibar, Tanzania	-5.68637	-6.50301	39.6237	39.0993
15137	Barrington Tops, New South Wales, Australia	-32.0657	-32.0684	151.665	151.662
15138	Pawling, Dutchess Co., NY, USA	41.5756	41.551	-73.5827	-73.6135
15139	Wilton Wildlife Preserve and Park, Saratoga Springs, New York, USA	43.1981	43.0951	-73.6614	-73.8145
15140	Kendall Co., Illinois, USA	41.7247	41.457	-88.2521	-88.6036
15141	San Diego Co., California, USA	33.505	32.5288	-116.081	-117.611
15142	Goethe State Forest, Florida, USA	29.3798	29.087	-82.5351	-82.6614
15143	Damyang, Jeonnam Province, South Korea	35.3582	35.2566	127.083	126.926
15144	Kirstenbosch National Botanical Garden, Cape Town, South Africa	-33.985	-33.9897	18.4352	18.4294
15145	Vergelegen Estate, Somerset West, South Africa	-34.0746	-34.0807	18.8928	18.8835
15146	Table Mountain National Park, Cape Town, South Africa	-33.9439	-33.9995	18.4469	18.381
15147	near ski lift, Angel Fire, New Mexico, USA	37.0239	35.7891	-104.721	-105.919
15148	Kilnerpark, Pretoria, South Africa	-25.7097	-25.7358	28.2691	28.2572
15149	University of California Berkeley (UC Berkeley), Berkeley, Alameda Co, California, USA	37.8701	37.8701	-122.261	-122.261
15150	Mount Vision Rd., Pt. Reyes, Marin Co, California, USA	38.1036	38.1009	-122.886	-122.889
15151	Albany, Alameda Co., California, USA	37.9016	37.883	-122.289	-122.311
15152	Middle Ranch, Santa Catalina Island, California, USA	33.3623	33.3475	-118.421	-118.452
15153	Base of Palomar Mountain, San Diego Co., California, USA	33.3019	33.2367	-116.769	-116.872
15154	Stunt Ranch State Park, Los Angeles Co., California, USA	34.1014	34.0892	-118.641	-118.659
15156	Luzerne Co, Pennsylvania, USA	41.4272	40.902	-75.6006	-76.3197
15157	Bethlehem, Palestine	32.6166	31.2702	35.6504	34.8095
15158	Maui, Hawaii, USA	21.0314	20.5746	-155.979	-156.697
15159	Delmas, Mpumalanga, South Africa	-26.0973	-26.2755	28.7118	28.5305
15160	Benoni, Gauteng, South Africa	-26.0681	-26.2383	28.4963	28.2743
15161	Delmas, Gauteng, South Africa	-26.0973	-26.2755	28.7118	28.5305
15162	Mariposa, California, USA	37.445	37.4025	-119.921	-119.963
15163	McDowell and Casa Grande, Petaluma, California, USA	38.2374	38.2347	-122.601	-122.604
15164	Wrigley Memorial and Botanic Garden, Avalon, Catalina Island, California, USA	33.3249	33.3222	-118.341	-118.343
15165	Huikko, Finland	62.1516	62.1489	26.135	26.1323
15166	North peninsula on Spruce Mountain Lake, Beddington, Maine, USA	44.8251	44.8191	-68.01	-68.0226
15167	Pinhal do Rei, Leiria, Portugal	39.8714	39.7011	-8.91971	-9.04947
15168	Quebrada La Vieja, Bogotá, Colombia	4.6524	4.6497	-74.0525	-74.0552
15169	Henry and Casa Grande, Petaluma, California, USA	38.2384	38.237	-122.601	-122.602
15170	Green Acres, Sierra Co., California, USA	39.7769	39.3915	-120.001	-121.058
15171	Oak Park, California, USA	34.1846	34.1714	-118.755	-118.78
15172	Dewal, Uttarakhand, India	30.0775	30.0408	79.6003	79.5559
15173	460 Pacheco St., San Francisco, California, USA	37.7525	37.7498	-122.463	-122.466
15174	Ma and Pa Trail, Harford Co., Maryland, USA	39.5392	39.5261	-76.3577	-76.373
15175	1852 9th Ave., San Francisco, California, USA	37.7538	37.7537	-122.465	-122.465
15176	Spruce St. between Santa Barbara and San Benito, Berkeley, California, USA	37.8918	37.8902	-122.267	-122.267
15177	Harry Griffin Park, La Mesa, California, USA	32.7877	32.7842	-116.986	-116.99
15178	Oakoasis Preserve, Lakeside, California, USA	32.921	32.9114	-116.889	-116.902
15179	Nickajack Dam, Marion Co., Tennessee, USA	35.0241	35.0046	-85.6046	-85.6276
15180	Pleasant Valley Cemetery, San Luis Obispo Co., California, USA	80	-80	89	-89
15181	Walnut St., Berkeley, California, USA	37.8812	37.8782	-122.267	-122.269
15182	Biltmore forest, North Carolina, USA	35.5294	35.5072	-82.5293	-82.5502
15183	Daviess Co., Missouri, USA	40.1366	39.7847	-93.7589	-94.2188
15184	Smittle cave, Grovespring, Missouri, USA	37.4578	37.454	-92.5929	-92.6221
15185	Mackinac Island, Michigan, USA	45.8854	45.846	-84.6025	-84.6513
15186	Karlin, Michigan, USA	44.5797	44.577	-85.7821	-85.7848
15187	West End, Channel Side, Santa Catalina Island, California, USA	33.4824	33.4445	-118.5	-118.607
15188	Two Harbors, Santa Catalina Island, California, USA	33.4434	33.4353	-118.49	-118.504
15189	Little Harbor, Santa Catalina Island, California, USA	33.3923	33.3852	-118.468	-118.478
15190	Airport Loop Trail, Santa Catalina Island, California, USA	33.4104	33.3978	-118.407	-118.424
15191	Wan, Uttarakhand, India	30.2078	30.2043	79.6204	79.6172
15192	Bedini Bugyal, Uttarakhand, India	30.2067	30.204	79.6667	79.664
15193	Teenuse, Estonia	58.8213	58.8135	24.2323	24.2112
15194	New rd, Midrand, South Africa	-25.9779	-25.9851	28.133	28.123
15195	Irvine Regional Park, Orange C0., California, USA	33.7968	33.7941	-117.753	-117.755
15196	Cullinan, Gauteng, South Africa	-25.6247	-25.7252	28.579	28.4929
15197	Babaji cave, Dwarahat Range, Uttarakhand, India	29.8265	29.8232	79.4639	79.4607
15198	Riviera East, Sacramento, California, USA	38.5861	38.5673	-121.319	-121.363
15199	Craig Regional Park, Orange Co., California, USA	33.9041	33.9014	-117.884	-117.886
15200	UCSF Mission Bay Campus, San Francisco, California, USA	37.7707	37.7644	-122.389	-122.397
15201	Sunnyside Cemetery, Coupeville, Washington, USA	48.2076	48.2048	-122.703	-122.708
15202	San Pedro Mountain Open Space Preserve, San Rafael, California, USA	38.006	37.9906	-122.504	-122.523
15203	Laguna Beach, California, USA	33.574	33.5241	-117.748	-117.799
15204	Lake Elsinore, California, USA	33.7585	33.6185	-117.22	-117.416
